recommendations listening on port 3003
recommendations request | id=63b0cef3-b88d-45d1-b6e2-cedac1b6663e | GET /health | status=200 | durationMs=5 | usersMs=n/a | catalogMs=n/a
recommendations request | id=21eaaa1d-b1f6-424b-9142-661a8d15a851 | GET /recommendations/1 | status=200 | durationMs=76 | usersMs=69 | catalogMs=74
recommendations request | id=095625e1-3103-4427-81d0-d3dd2c84a14f | GET /recommendations/1 | status=200 | durationMs=78 | usersMs=68 | catalogMs=75
recommendations request | id=a2f75608-33a6-4722-90d5-a2738b601727 | GET /recommendations/1 | status=200 | durationMs=80 | usersMs=68 | catalogMs=78
recommendations request | id=e7e49761-2c70-4552-8496-9ee6e138bdb3 | GET /recommendations/1 | status=200 | durationMs=84 | usersMs=68 | catalogMs=82
recommendations request | id=f8756b0e-415e-4c77-8994-6475f3d62a24 | GET /recommendations/1 | status=200 | durationMs=90 | usersMs=68 | catalogMs=86
recommendations request | id=47b5283b-2833-487d-a6f5-bf577b515cff | GET /recommendations/1 | status=200 | durationMs=92 | usersMs=68 | catalogMs=91
recommendations request | id=129d5e03-d46d-49e6-9768-b2ec7dfd3ecb | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=72 | catalogMs=93
recommendations request | id=3b2b0f0c-35a3-40a4-b088-e05568d7fbda | GET /recommendations/1 | status=200 | durationMs=96 | usersMs=72 | catalogMs=94
recommendations request | id=ad5f51e2-8f10-4df8-9417-dba8e85e59e5 | GET /recommendations/1 | status=200 | durationMs=98 | usersMs=72 | catalogMs=96
recommendations request | id=815360db-bcf9-403f-92d5-90804ffe00ea | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=84 | catalogMs=94
recommendations request | id=57fbe956-329f-4d0d-922e-551fa85b5a62 | GET /recommendations/1 | status=200 | durationMs=96 | usersMs=83 | catalogMs=94
recommendations request | id=93ca8bb2-7451-47cd-83a1-dc13f37ee972 | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=84 | catalogMs=95
recommendations request | id=364b5dd3-69d4-4300-ac7c-f2945e37c1f0 | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=84 | catalogMs=96
recommendations request | id=76f3d111-e0f4-4ba7-8a2b-bcdc240458a5 | GET /recommendations/1 | status=200 | durationMs=96 | usersMs=94 | catalogMs=93
recommendations request | id=2045de4c-95c7-4516-872e-bba459a2878d | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=93 | catalogMs=95
recommendations request | id=b958a729-e118-4f5e-b046-6a01788d4f22 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=93 | catalogMs=98
recommendations request | id=eb37d440-9dad-45c2-aeaf-b706a1ffc599 | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=95 | catalogMs=99
recommendations request | id=2deb51e2-1d6c-444a-b25c-a54de0f5df1d | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=95 | catalogMs=94
recommendations request | id=dde960b5-f819-4fbc-ab0a-9d8a68a16d93 | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=112 | catalogMs=94
recommendations request | id=aaca3782-de90-4122-b543-627a227557dd | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=123 | catalogMs=103
recommendations request | id=005b8541-2d31-4293-bcfe-7034f330512c | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=124 | catalogMs=99
recommendations request | id=4fc16b01-4e04-4de0-ac1a-09962f44572e | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=126 | catalogMs=99
recommendations request | id=75b5e7bf-9557-46d3-8907-a916d8ef1595 | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=128 | catalogMs=107
recommendations request | id=be415382-0661-4505-a770-79175ac4f3be | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=115 | catalogMs=116
recommendations request | id=ecacbae6-8337-44df-a25d-3eb9ada92a37 | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=117 | catalogMs=117
recommendations request | id=b752f389-3ba4-4fdc-a789-a60be0b2ea8c | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=102 | catalogMs=104
recommendations request | id=b65c088a-6879-4024-9765-433379e676cb | GET /recommendations/1 | status=200 | durationMs=111 | usersMs=102 | catalogMs=108
recommendations request | id=6de1c240-cb7f-4164-9c11-b87299be9308 | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=103 | catalogMs=111
recommendations request | id=94ff09e2-dcad-472b-8ac0-00463d4b3218 | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=103 | catalogMs=114
recommendations request | id=33efb1c4-4ab0-42a7-9f82-c22ffa09567e | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=102 | catalogMs=115
recommendations request | id=14bdae7c-2e7c-4f73-878a-3ebe6f5b13b6 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=108 | catalogMs=112
recommendations request | id=58da8726-d314-4df2-bc93-9eb95c37cecf | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=111 | catalogMs=110
recommendations request | id=c8682a59-c66a-4308-a49a-b4fae421a260 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=112 | catalogMs=112
recommendations request | id=fea80199-d1f2-41a8-bf20-dad2987a63f7 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=111 | catalogMs=126
recommendations request | id=aca5b11a-eaf0-4f00-81bf-7fceeae71515 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=124 | catalogMs=123
recommendations request | id=6e4bda15-0b65-4dea-9c07-d176edc1ee7e | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=116 | catalogMs=117
recommendations request | id=fe5014fa-78dc-4f65-9bbf-89712328ac80 | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=113 | catalogMs=114
recommendations request | id=f659deaa-2c66-4af7-9f1e-4122a86f09de | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=112 | catalogMs=115
recommendations request | id=d11a1c12-39a7-4935-815c-2cc3f11cbae3 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=96 | catalogMs=90
recommendations request | id=0ebc6c28-6d78-46b7-9c7b-7625b2758fba | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=89 | catalogMs=91
recommendations request | id=afa8068d-1540-42ae-bd20-d6c38d124b72 | GET /recommendations/1 | status=200 | durationMs=75 | usersMs=72 | catalogMs=73
recommendations request | id=201cbf70-fa7a-496f-99dc-6a3aa80e66ba | GET /recommendations/1 | status=200 | durationMs=77 | usersMs=71 | catalogMs=75
recommendations request | id=3e64da0c-a3df-4414-9115-dbd97fcbfc70 | GET /recommendations/1 | status=200 | durationMs=80 | usersMs=75 | catalogMs=77
recommendations request | id=ae62cf86-bd26-4f25-b9bf-06c1d71fa408 | GET /recommendations/1 | status=200 | durationMs=83 | usersMs=75 | catalogMs=81
recommendations request | id=82792719-bfd4-477c-a113-a864d584ed52 | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=74 | catalogMs=92
recommendations request | id=9e10f9cd-9683-4e0c-9c4c-7ed0c589c0b0 | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=75 | catalogMs=95
recommendations request | id=627c4c2e-2bbc-47dd-83d1-f78490adffe7 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=75 | catalogMs=97
recommendations request | id=71151cbc-7f15-47d6-9c9e-7dcf3c289c42 | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=88 | catalogMs=98
recommendations request | id=619fec70-f753-4f36-bd7e-2d07e3a9e7a1 | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=89 | catalogMs=100
recommendations request | id=03dde983-a41f-4ef9-b190-ebf5f88aebff | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=91 | catalogMs=104
recommendations request | id=70dea2be-77fc-42ee-8108-122cad349861 | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=92 | catalogMs=106
recommendations request | id=67a936e0-166a-497c-a53d-5c1b2fcbb7ab | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=95 | catalogMs=105
recommendations request | id=acc3d2b2-34cd-45c2-a061-ab1a3126bfd4 | GET /recommendations/1 | status=200 | durationMs=82 | usersMs=80 | catalogMs=80
recommendations request | id=e4e39989-b493-4ab5-b8f7-f167b1d966ac | GET /recommendations/1 | status=200 | durationMs=87 | usersMs=80 | catalogMs=84
recommendations request | id=c6ea0e3a-fd05-4df4-8d06-d9248dfdf69a | GET /recommendations/1 | status=200 | durationMs=88 | usersMs=79 | catalogMs=86
recommendations request | id=dadfc563-bd39-42d4-bb1c-b3c8388ddb66 | GET /recommendations/1 | status=200 | durationMs=89 | usersMs=85 | catalogMs=86
recommendations request | id=e6459253-6824-4a8f-9d56-cfd86f3bd0bb | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=85 | catalogMs=89
recommendations request | id=e9be997f-7270-4d06-8823-48193b39389b | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=85 | catalogMs=103
recommendations request | id=8e4b2670-9484-4bd0-bed0-626f0c97b612 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=87 | catalogMs=105
recommendations request | id=987e8fd7-12e4-4dd8-a2c9-55afe3978cfd | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=87 | catalogMs=108
recommendations request | id=fb6acc3e-2803-405e-817d-d89cb77001a0 | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=102 | catalogMs=108
recommendations request | id=4cd18cfb-4789-4964-9b1d-8c18380ea320 | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=104 | catalogMs=105
recommendations request | id=9b165ce9-4bcf-4cbd-8b79-ffe1568af19d | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=105 | catalogMs=111
recommendations request | id=f144188c-3e97-4126-9ff8-d6fa9a751241 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=105 | catalogMs=114
recommendations request | id=3636d029-f9c8-40cd-9860-d0f6e6d0ab3a | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=110 | catalogMs=121
recommendations request | id=29dbd554-2bdb-4a41-bcc8-210d087caa65 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=111 | catalogMs=120
recommendations request | id=73c02f5b-c69a-4f40-bda0-aeff6e3a35f1 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=110 | catalogMs=128
recommendations request | id=57f27005-1bd6-400f-9fce-ec8c3a047d0c | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=110 | catalogMs=132
recommendations request | id=fdfcb4e4-977e-40e5-ae88-9838a26b2c16 | GET /recommendations/1 | status=200 | durationMs=137 | usersMs=110 | catalogMs=134
recommendations request | id=c6c2e405-612d-4bfe-8f11-006393b91c59 | GET /recommendations/1 | status=200 | durationMs=133 | usersMs=125 | catalogMs=131
recommendations request | id=4a33fb49-3b97-4fa5-8225-c18771bd4d36 | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=124 | catalogMs=133
recommendations request | id=e7570d7c-cb96-4e4e-8f7b-fd31210d7887 | GET /recommendations/1 | status=200 | durationMs=147 | usersMs=128 | catalogMs=139
recommendations request | id=292ad785-5fff-4570-8f19-c1a19c4763e0 | GET /recommendations/1 | status=200 | durationMs=150 | usersMs=127 | catalogMs=148
recommendations request | id=016943ce-470c-4b58-8578-5c8fcb6df7ea | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=127 | catalogMs=151
recommendations request | id=6de4666b-cedc-4aa7-bbfe-7db21304e8a7 | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=127 | catalogMs=154
recommendations request | id=87c3d121-9997-443a-acdd-d1415859a660 | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=127 | catalogMs=152
recommendations request | id=e90837ad-7292-4bb6-a429-3dda92e5bce2 | GET /recommendations/1 | status=200 | durationMs=155 | usersMs=143 | catalogMs=152
recommendations request | id=8c4e1d58-dfae-47a4-8549-c2fa4a7cef68 | GET /recommendations/1 | status=200 | durationMs=152 | usersMs=149 | catalogMs=148
recommendations request | id=4175eef5-aeb8-43a8-9525-851e17de55d7 | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=137 | catalogMs=137
recommendations request | id=79d19156-f44a-4e01-af30-a17b419aeb41 | GET /recommendations/1 | status=200 | durationMs=143 | usersMs=136 | catalogMs=141
recommendations request | id=c2d9ccae-c2a0-4026-a8b6-ee70d000521b | GET /recommendations/1 | status=200 | durationMs=146 | usersMs=136 | catalogMs=144
recommendations request | id=a29eeeac-7b7f-4ccc-b31c-2193aa3f1718 | GET /recommendations/1 | status=200 | durationMs=155 | usersMs=141 | catalogMs=144
recommendations request | id=85d0b33d-36f6-4da6-b5bb-4be77398ee2d | GET /recommendations/1 | status=200 | durationMs=155 | usersMs=153 | catalogMs=153
recommendations request | id=39d2dd2d-9ed6-4a62-82f0-06e0346d5eb4 | GET /recommendations/1 | status=200 | durationMs=159 | usersMs=153 | catalogMs=156
recommendations request | id=1b3a7722-c868-47ed-a38d-91fc73eb62b8 | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=153 | catalogMs=153
recommendations request | id=83228690-a625-4e1a-b6b9-970ad6d2752e | GET /recommendations/1 | status=200 | durationMs=168 | usersMs=153 | catalogMs=166
recommendations request | id=07e46fae-e651-469a-8552-0cb410f5b9ff | GET /recommendations/1 | status=200 | durationMs=171 | usersMs=157 | catalogMs=169
recommendations request | id=7d3d7d37-fcb1-419b-b295-e2775742f86a | GET /recommendations/1 | status=200 | durationMs=173 | usersMs=164 | catalogMs=171
recommendations request | id=c5744201-4314-4075-84c3-9c1e8ac2a525 | GET /recommendations/1 | status=200 | durationMs=176 | usersMs=168 | catalogMs=173
recommendations request | id=2d3b6b14-2a01-4074-935f-2bf7ec0976f1 | GET /recommendations/1 | status=200 | durationMs=178 | usersMs=167 | catalogMs=176
recommendations request | id=d9d7a30a-feae-43e3-9657-92f1538a8d14 | GET /recommendations/1 | status=200 | durationMs=183 | usersMs=167 | catalogMs=180
recommendations request | id=8e3daf01-5b3d-4d7d-b479-48f428fb048d | GET /recommendations/1 | status=200 | durationMs=187 | usersMs=167 | catalogMs=184
recommendations request | id=aef651be-e3ba-48d6-a68d-a3e8a637bf9a | GET /recommendations/1 | status=200 | durationMs=189 | usersMs=167 | catalogMs=187
recommendations request | id=f5978c12-f36b-4744-8716-b28650ba8c7c | GET /recommendations/1 | status=200 | durationMs=194 | usersMs=167 | catalogMs=190
recommendations request | id=b7ee03ba-568b-4718-bec5-a8a02acd0231 | GET /recommendations/1 | status=200 | durationMs=186 | usersMs=168 | catalogMs=183
recommendations request | id=2d4f3bd7-1c28-4e6e-9461-74806ae65d0c | GET /recommendations/1 | status=200 | durationMs=189 | usersMs=168 | catalogMs=184
recommendations request | id=aa0c7079-a069-4920-a688-9921b4df292d | GET /recommendations/1 | status=200 | durationMs=189 | usersMs=163 | catalogMs=184
recommendations request | id=e8ece5ea-1e59-4d22-acc7-f975f660efe0 | GET /recommendations/1 | status=200 | durationMs=179 | usersMs=161 | catalogMs=177
recommendations request | id=f6dbe92b-3844-404c-885e-db0ac2abc3ac | GET /recommendations/1 | status=200 | durationMs=167 | usersMs=165 | catalogMs=166
recommendations request | id=9420c456-d79f-40dd-8707-dbcb6e452d89 | GET /recommendations/1 | status=200 | durationMs=162 | usersMs=159 | catalogMs=158
recommendations request | id=9fac6958-c7b2-49e7-aaae-15341a059c74 | GET /recommendations/1 | status=200 | durationMs=163 | usersMs=157 | catalogMs=161
recommendations request | id=bb59a4ae-5c89-4cbe-927a-db175d644dc7 | GET /recommendations/1 | status=200 | durationMs=149 | usersMs=146 | catalogMs=147
recommendations request | id=18455519-aa6c-4616-b8ee-92df91281ecb | GET /recommendations/1 | status=200 | durationMs=152 | usersMs=146 | catalogMs=150
recommendations request | id=caafddf0-44e1-48ac-a321-ec41adecd9ed | GET /recommendations/1 | status=200 | durationMs=152 | usersMs=149 | catalogMs=149
recommendations request | id=43e31ead-49dc-4e1c-9662-1013c7ef5d57 | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=150 | catalogMs=150
recommendations request | id=f9ab4f7b-2d8c-44b4-a866-c4028013fe80 | GET /recommendations/1 | status=200 | durationMs=158 | usersMs=150 | catalogMs=156
recommendations request | id=7fccc7d9-c796-4c16-8938-f2d7e7e32504 | GET /recommendations/1 | status=200 | durationMs=146 | usersMs=144 | catalogMs=144
recommendations request | id=b89523a5-a88d-49ff-939e-692258e89338 | GET /recommendations/1 | status=200 | durationMs=147 | usersMs=143 | catalogMs=146
recommendations request | id=559ba11d-0378-464a-b94d-054688486821 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=128 | catalogMs=129
recommendations request | id=409d6d8c-74ab-4a0c-8ddc-c00be6770b58 | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=129 | catalogMs=132
recommendations request | id=ca7925bf-5b07-4514-8e5e-857db6af6ef3 | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=129 | catalogMs=133
recommendations request | id=e2eef325-da11-4d28-8dba-d2f892603b94 | GET /recommendations/1 | status=200 | durationMs=136 | usersMs=132 | catalogMs=133
recommendations request | id=f64c45be-9490-4cea-ac4a-b723cd6eaf80 | GET /recommendations/1 | status=200 | durationMs=133 | usersMs=130 | catalogMs=130
recommendations request | id=132539c7-1f66-48cf-a031-64ff556602cb | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=119 | catalogMs=118
recommendations request | id=633aeb33-ea89-4024-bc23-464be48503ae | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=118 | catalogMs=118
recommendations request | id=98ff91ac-eb0f-4773-bc3f-c3d26f6b5e8e | GET /recommendations/1 | status=200 | durationMs=108 | usersMs=106 | catalogMs=106
recommendations request | id=745945cd-a897-4414-a509-37c3d6f90bfb | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=100 | catalogMs=100
recommendations request | id=473d3d48-7063-4196-8f7b-566ef5365247 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=100 | catalogMs=100
recommendations request | id=b3e8da24-943a-481a-9af7-aba0b4a675c2 | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=104 | catalogMs=103
recommendations request | id=dcb3aa38-cd5c-49a6-b3df-fb4cc1682f63 | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=101 | catalogMs=101
recommendations request | id=bba4b420-86c3-4e9a-8ae5-b6d97c3fe9d3 | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=100 | catalogMs=103
recommendations request | id=5823c0e1-be58-4e57-a999-d71f9da1ec02 | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=102 | catalogMs=102
recommendations request | id=afafab11-ef92-45ee-9d84-46c67e19a584 | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=100 | catalogMs=100
recommendations request | id=3c974ac6-eb29-4dd8-a6a7-0cfd3b95121a | GET /recommendations/1 | status=200 | durationMs=93 | usersMs=91 | catalogMs=92
recommendations request | id=76a66f4a-c6e7-4e16-9ea7-28c04adba6dc | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=90 | catalogMs=93
recommendations request | id=7d591d25-9edb-412b-9274-026aefeb2bfe | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=91 | catalogMs=94
recommendations request | id=0603c446-34fc-4a32-9f01-5519b06a4050 | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=91 | catalogMs=98
recommendations request | id=53cd6b21-da80-4c54-a67f-79441c2b2adc | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=96 | catalogMs=98
recommendations request | id=691b46cc-bdf6-45c4-8eff-e4a7be0df3d3 | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=100 | catalogMs=98
recommendations request | id=1c003682-4433-4362-b850-2e859a515093 | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=97 | catalogMs=100
recommendations request | id=e565a9b9-3669-4329-b1ef-ed4f2ddf70e6 | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=97 | catalogMs=96
recommendations request | id=de4d9487-acc3-4bb4-849b-254e5cbc6e1a | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=100 | catalogMs=101
recommendations request | id=fedc60e2-0442-4336-b547-e2bfe0e177c8 | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=101 | catalogMs=104
recommendations request | id=5ea4daa7-8c8c-4776-9d61-c88efa756799 | GET /recommendations/1 | status=200 | durationMs=105 | usersMs=98 | catalogMs=103
recommendations request | id=3880b9f8-fce4-4e82-ad39-a2699d90cd0a | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=92 | catalogMs=93
recommendations request | id=ad65485a-aea0-4742-8f6f-0802987b42bd | GET /recommendations/1 | status=200 | durationMs=96 | usersMs=91 | catalogMs=94
recommendations request | id=b7e6cbcf-acd4-4217-beca-8f2c9ddb717e | GET /recommendations/1 | status=200 | durationMs=98 | usersMs=91 | catalogMs=96
recommendations request | id=0422660b-2b2a-4f3c-a02b-74cb417e6d69 | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=91 | catalogMs=98
recommendations request | id=ed585bc9-0560-4e95-a82a-d47d94534cfd | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=90 | catalogMs=101
recommendations request | id=09b85907-7aed-4d18-81b9-dc37e113dca3 | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=96 | catalogMs=99
recommendations request | id=abbb3d15-2dc2-4929-a272-66f9853d27a9 | GET /recommendations/1 | status=200 | durationMs=105 | usersMs=103 | catalogMs=103
recommendations request | id=8ef42e6d-dda2-4c03-8903-1ac0ceae39f5 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=103 | catalogMs=106
recommendations request | id=250245da-a3cc-4f90-b218-f1b6663a889f | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=102 | catalogMs=107
recommendations request | id=440314a3-3986-44a0-8eaf-16c66affc6b9 | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=100 | catalogMs=106
recommendations request | id=b3aa303b-ae72-45ee-9503-93ec984b6233 | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=99 | catalogMs=100
recommendations request | id=2b148718-a499-402f-ab54-142ac1a6794f | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=99 | catalogMs=103
recommendations request | id=c1b87a4a-4a7f-42ec-b719-2b0caa60e176 | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=101 | catalogMs=101
recommendations request | id=2672a65c-79b4-4064-80e5-ec38f0383fb5 | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=101 | catalogMs=103
recommendations request | id=b08d961e-df36-4986-bd01-744d643a3574 | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=104 | catalogMs=104
recommendations request | id=1cb1c959-0925-4350-ab13-d735d3b9bfab | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=109 | catalogMs=110
recommendations request | id=c0e71a4a-cf2d-47ab-a1e5-8ce9441a027f | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=108 | catalogMs=113
recommendations request | id=1a07097a-fc1c-41cb-8506-c1e1f8475d78 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=108 | catalogMs=115
recommendations request | id=6f994663-b74e-4b6a-b93b-2112490375f5 | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=108 | catalogMs=119
recommendations request | id=5de2246e-bf8a-40f7-ac33-2aa6f19f1b63 | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=115 | catalogMs=118
recommendations request | id=813e3b65-9abd-48b5-81b6-98d6c4e109dd | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=114 | catalogMs=120
recommendations request | id=73664b75-6129-4599-b618-92403cf483b9 | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=111 | catalogMs=112
recommendations request | id=e4554362-c715-425d-914d-c410e5e9dc61 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=112 | catalogMs=112
recommendations request | id=ebefe7dd-8817-4fbd-b6bf-a181116b1b9c | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=111 | catalogMs=110
recommendations request | id=b1c8711c-92df-47c6-a89f-07440a8d6cb9 | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=110 | catalogMs=109
recommendations request | id=37cc9fd5-da15-4e9b-a61a-0a9c3f3fb794 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=109 | catalogMs=112
recommendations request | id=dd20e9a4-695e-4ec1-9789-fe537c93cc80 | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=112 | catalogMs=112
recommendations request | id=06c198ac-6274-4dad-8398-5fbe9c4983f5 | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=112 | catalogMs=115
recommendations request | id=7417854c-b34f-4e24-bc45-087bf18d268a | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=113 | catalogMs=112
recommendations request | id=012ce25a-e946-4780-9f17-4e6f87ed75a3 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=105 | catalogMs=105
recommendations request | id=9ad7ea11-446d-4f36-b508-48c2c8646eba | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=102 | catalogMs=102
recommendations request | id=475ea3a1-d1b1-4470-9eb9-e274aea48680 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=95 | catalogMs=97
recommendations request | id=41f8c061-e9ab-4c9f-b393-0ad0a4ba6668 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=97 | catalogMs=97
recommendations request | id=b2c1a40f-4a81-461d-8e40-ac79f13bc9a5 | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=100 | catalogMs=101
recommendations request | id=1c5ee103-f535-4c20-bcae-361e05b9185f | GET /recommendations/1 | status=200 | durationMs=105 | usersMs=100 | catalogMs=103
recommendations request | id=cbb870cb-bc34-440a-8bdc-189c789d320d | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=100 | catalogMs=106
recommendations request | id=d77bc4be-108a-4ff9-96eb-bb9be89762a8 | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=100 | catalogMs=105
recommendations request | id=29403a0f-96e9-4f23-91e6-a5ce2e4cd668 | GET /recommendations/1 | status=200 | durationMs=92 | usersMs=89 | catalogMs=90
recommendations request | id=b8b0d4fc-c5e7-431a-9478-4eb6a74339d3 | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=91 | catalogMs=91
recommendations request | id=d9dec951-8639-4a37-bdf9-374c4728fca3 | GET /recommendations/1 | status=200 | durationMs=93 | usersMs=89 | catalogMs=89
recommendations request | id=63385f58-72cb-475b-884b-aba18b142db1 | GET /recommendations/1 | status=200 | durationMs=89 | usersMs=87 | catalogMs=87
recommendations request | id=9cf4526e-cbcf-40a1-8441-fb888cbfe4f7 | GET /recommendations/1 | status=200 | durationMs=62 | usersMs=59 | catalogMs=59
recommendations request | id=b06fe318-a11a-4b11-a2c7-77fd238da470 | GET /recommendations/1 | status=200 | durationMs=63 | usersMs=58 | catalogMs=61
recommendations request | id=9af2b165-8e66-419f-ad22-4d8ca7edb98a | GET /recommendations/1 | status=200 | durationMs=66 | usersMs=61 | catalogMs=63
recommendations request | id=780ac536-c7e7-4d62-95c5-969b04263498 | GET /recommendations/1 | status=200 | durationMs=68 | usersMs=61 | catalogMs=66
recommendations request | id=f956dc07-a827-4834-aee5-2a64674f85a5 | GET /recommendations/1 | status=200 | durationMs=77 | usersMs=61 | catalogMs=73
recommendations request | id=62132c8d-9eae-4835-8932-9d17357b0587 | GET /recommendations/1 | status=200 | durationMs=76 | usersMs=72 | catalogMs=73
recommendations request | id=581438f6-22a0-4354-9175-f0a78b5f824b | GET /recommendations/1 | status=200 | durationMs=79 | usersMs=74 | catalogMs=75
recommendations request | id=63fba0f3-2d3b-4a32-91a7-bebd934a1271 | GET /recommendations/1 | status=200 | durationMs=77 | usersMs=75 | catalogMs=75
