recommendations listening on port 3003
recommendations request | id=3854eec6-f1f3-4ed5-9f8d-8d3fc76aaa74 | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=26 | catalogMs=14
recommendations request | id=e56fb2c4-94f7-44e4-8fb7-df2fa4b595e4 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=97c530f8-fff6-4d31-9983-96cb1e141fa4 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=0
recommendations request | id=d84e01c9-908f-4967-9727-ee8d70df49df | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=d7c452fa-0d85-4bdb-b39d-3f44263e3a52 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=3
recommendations request | id=9aed85ac-e92f-484e-8ff0-499c3db4cd82 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=059ce4f1-1e64-4943-80c7-a6f59e067a41 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=f3d7d57e-6f18-422f-8540-7e5184cd5c91 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=4476c895-966d-455f-a5da-4e53a001137f | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=e44f4ce6-8991-4190-adca-84e2e46a0f8b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=4b861c72-1daa-4560-a5a0-ce447fa3a7fc | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=b622b761-591d-40ff-9072-363bf7aea600 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=23fc25d1-db38-4a16-8ebd-85358a4bac46 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=49c6f8d0-cce5-495e-91bf-89efb689235d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=ce0a627e-32ad-477d-8802-9b607fadb804 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=876219a0-d540-4b7b-9b8f-f5942f5865c3 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=4a8c0e08-65ff-4386-9806-c8d82c6da2cc | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=b3643c8c-9b95-46b8-8bab-fe4767f3dd29 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=0afd2818-4240-43fe-ad9d-cfda0906b064 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=d9e837a9-31cf-4e4e-8bdf-904c38046739 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=0772fc3b-824a-41de-82d4-01bfc131119f | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=11e88790-59de-4203-a2cf-9061f1634bcf | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=0a13a293-3558-4a75-a84e-ca80fd3d75e5 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=4588134e-15cb-4356-98d7-586aac57db25 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=abdb31dd-1f23-4b7d-a91b-99eb11ff50cd | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=9f4b289d-b115-496c-953f-9f0ed86dd91b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=63997ede-bc76-4757-9e54-40496f6c6d0b | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=0
recommendations request | id=c4dba974-66ca-418f-aa84-a10834454a33 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=ce6e2b3c-2708-4a79-a399-6c8e095fbdf7 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=37446458-6c7b-4c7e-82ec-18bf18451469 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=d4dca353-098c-4cb5-b4ec-dff340aadd31 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=1
recommendations request | id=8c34538a-8911-4c8d-8500-c8ec85a24f7b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=5a2cec6f-157b-4625-8baf-26f11343bbf8 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=1d89dd12-3055-41c8-a37e-12d1e373679a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=1
recommendations request | id=5a973413-b734-4a4f-831b-8862f7f3b71e | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=2
recommendations request | id=ff533b56-545b-4ba6-9060-ed64b7306f81 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=4
recommendations request | id=b63fd57b-e6e0-4ba5-941d-560603ec4860 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=4
recommendations request | id=4a47681a-6ba0-4a3f-944d-6aa90376378f | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=80f88444-803d-4c6f-a012-ef7031cb3ad8 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=3b4de5fa-b6ad-47c5-81ca-4786456449ca | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=efe5bfab-6464-4cf3-931d-745eb7363fb4 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=ecd04fff-28e7-4add-83be-d7848398a664 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=f13a453e-9944-4173-9f82-b056138be532 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=5d048a3b-efa4-4682-80c9-4bf576a06b00 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=70a98b15-d4e1-48e2-a0fa-0fadbee0a5fc | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=27bd0e4d-fc2a-4870-aef4-cf1655f820ed | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=a24eebed-6613-4878-973f-7672a6ebd0c6 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=170e2d6f-d96a-465f-aecc-c6b47be59f23 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=3968fd17-093e-4b61-88d8-6237b0c47050 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=6edd9584-ba7b-43b1-83a7-9aa136521822 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=cc612ff5-558b-48ec-8f6a-e5995caffdf0 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=f8be4282-9b2d-4ed1-bda1-ba88717e74f1 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=0 | catalogMs=2
recommendations request | id=51354bd7-cf8e-47e6-9ad5-d8a343289c99 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=1
recommendations request | id=7b713639-97a2-4fe5-a1db-42a1dca8337e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=53821adf-7fe7-4749-8169-85a417e9e6dd | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=4240bccd-eab0-407b-96a6-db92c3091aed | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=0f60dc7e-d9d5-486e-9ae6-51b0291c4073 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=a9c7e852-28ad-4f20-be29-031a8ea1fda4 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=78426190-f735-47ce-b058-432c2cdce3e9 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=bc33b936-1cef-43d6-bd9d-58c9a08cab32 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=2 | catalogMs=5
recommendations request | id=4c5a3d1d-f32f-4e2d-895f-3abf6390b553 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=6bc13d7d-a372-4087-8f2d-729a8606d07a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=c223c7e7-f926-4bd1-a070-87dce1943231 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=bc1d56b5-9611-4295-bed4-4e3320e57889 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=5c56a3b8-912d-4a36-b714-c0602566e164 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=201e7b44-0ea8-4ef5-8dd8-61f1e8defc29 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=9794b88c-9e45-4cdb-9328-034f1e5decdd | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=cfb57905-505e-44ea-a871-ede3c77c3fbe | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=3
recommendations request | id=ce2ddf5c-0d55-4526-a52b-b4171589b266 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=f0a39b1e-abe3-4a6e-a9ac-4f3e15427820 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=0f8c9ca7-bdad-4c16-8fe9-68b1b7d7d4fe | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=12b42db8-3c38-40f1-a733-4bd9809e1ecf | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=ecc1c6cc-d689-4ed9-9e2f-dd374d596909 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=9554d821-d69d-4283-97a7-562b27e3b77a | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=86021b94-f258-4ee0-96a1-d15b79b20a97 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=364a8c02-cc82-49d8-87a1-6edd0d79b829 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=28f3c1d7-5690-4968-bc60-9461a38799c4 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=755f670d-9a85-452e-b98d-4e7d2c46feca | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=3
recommendations request | id=e37f9028-e554-4247-b4fb-7913cb019939 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=af2e782b-b865-4176-bfa5-7a666c6b745b | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=4
recommendations request | id=f439a6b6-7ba4-4145-a8f8-cd1f08bea77b | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=4
recommendations request | id=9129f82d-0dad-42c7-9666-76c728cc9b1b | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=3
recommendations request | id=45a3177e-6f38-4f31-b93b-98f4609716db | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=3
recommendations request | id=b66d517c-d461-4139-b6bb-a70d8283782f | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=3
recommendations request | id=68f16c13-fce1-46b0-a799-e196dc2ee543 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=4fa24c30-df98-4542-94ac-669384e0a664 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=2
recommendations request | id=f6f040a4-7e93-4ba4-a6e8-29f4fab3811b | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=9c14db79-aae0-43bb-88b0-eed31c5f6e39 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=e210a989-bf48-4bd9-b7c4-076119c3e9eb | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=3a9d2547-c10b-45ce-8d9a-e6531afa37d8 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=b466233b-cd13-499b-9efe-50573b9eac98 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=88363d1e-aa6f-4466-a315-97fe415819de | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=d0e5a2ba-18da-4482-9d05-c9c8cc44b8c4 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=ef34bc81-54a4-42b4-b890-0634bc403539 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=2dabaa8f-b2f6-491f-b621-8d4e9a6ff3a2 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=ffd58c36-37b0-4d0e-bbba-591a8064dde5 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=c46deb8e-3613-46b0-98a8-9398d47be41a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=2
recommendations request | id=5ee1abd2-575a-4a82-8e10-b9c4f26b985a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=168a02f9-4fc5-4c77-af53-c0076589403a | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=2
recommendations request | id=f8afd002-3396-4b62-ab7a-556bfc45eec2 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=3
recommendations request | id=5a20b111-f46d-42c9-8419-d0a9f96883eb | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=a764ec70-f85d-4b59-8c57-a90cef0f992b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=c2c60cd5-f4cc-4fd9-bae4-4ae6e9c63e91 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=1cf768e1-75d5-409e-aa9f-ac968715f458 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=ba241f24-333d-4420-91f2-2f045b9ec0be | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=b86708ac-2db3-41ff-873d-f9a4cc4788bb | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=32bb6bc7-bae5-41b3-9701-9319b3323962 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=eef1f943-7639-432d-8b70-fba7230b74e5 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=2881f502-cb35-4dd3-b4f5-d49b168fac51 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=879fe9c1-7d67-4e18-af57-dcd5749fbb8b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=c2b7c96f-abaa-4f51-94ce-c1f8bbc96943 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=0da98035-d88e-46d1-b8e1-6b3498cebb36 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=1ca99138-b016-4665-81ea-4ee2e14527d3 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=39275ef9-0060-46ad-a20c-7444e1020d9f | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=2
recommendations request | id=3a6c249f-f814-4655-9b50-551a24adad47 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=4
recommendations request | id=d0501dd5-b6a8-47d2-be90-fd415a8f0627 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=d62b4afe-1a99-4075-afad-3344e14429f0 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=7ba59f8e-cfc7-4915-b5db-bc4ec2364932 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=2
recommendations request | id=4eddcc7e-8882-443a-9bd0-c69b28771528 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=29368561-7588-461f-b523-14104b5726d3 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=cd832dc4-5f93-4f8e-b433-31a19b73be6d | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=cd253619-b894-4845-b880-2456b97d6ba4 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=00a7d259-6232-44a9-971e-cd82a72b18b1 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=b0f0176a-cfe9-481e-bc36-58c2c704b63a | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=64347fc2-2e8b-43e4-aae5-9eae35c397b6 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=434ebd28-b1ab-471f-82a4-c66b9147b234 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=1f17a643-bc7b-4e6b-9869-520569eaec0a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=2
recommendations request | id=2ad4b7f9-6e26-412b-bc96-6a60f96da922 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=91feb850-e1a7-410c-bfaa-3b7b5a6fd4eb | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=0
recommendations request | id=3c914569-a7c9-4a4f-aa8f-dc7d4755b9bf | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=8d057ffd-7b0d-46c8-84df-28bd2338891f | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=0cc606b2-5eb4-4e5f-9402-92f089a80478 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=0
recommendations request | id=6df2845c-d93c-432b-b61d-21aa9753eebe | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=46d685bb-a559-47cb-8ebb-4fd48b727000 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=91451ce2-9ce9-4856-b88d-63fb67d920b2 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=1730c392-5c02-4d95-a9d1-ac6fc41ba373 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=c4b2b7d0-093f-491a-88e0-a0a3ca88781b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=c96920d4-6d5a-480d-92fd-44deada76f4f | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=5a662a03-ec48-41a2-8a9d-cb6c3f55c5aa | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=5458884d-20d5-4e37-9b14-b8240a9757aa | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=0bb3051c-b179-443b-a0e8-c1ac17f9e2ff | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=13165d83-b189-436c-8ea9-0f203fb83dc0 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=165b63ce-7c77-4e52-bab1-14448747f4f1 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=5222b692-6208-4e04-825e-f0570b8296a1 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=3 | catalogMs=4
recommendations request | id=f3e9f574-5ac2-4521-a8f9-eac4ebfb482f | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=2 | catalogMs=6
recommendations request | id=ab9df0f0-287a-481e-9054-39e6dfb3f40d | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=3
recommendations request | id=6b9f9bb4-97b6-43cb-b630-929559c93279 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=9c1c7a23-1ab4-4cc6-8055-40da33be54d6 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=9b72215f-8fc9-41f5-8192-b5da96de6dca | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=97599d35-c449-44b9-9536-7158f18b7b63 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=f5026642-3bcc-4367-9409-f9cd203227bb | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=96c50bfb-cfe3-4d22-b3a4-0f4285d5fe62 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=fe312f6c-afcc-4444-a57d-edd33d8eb1e1 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=3
recommendations request | id=00219ec0-9440-4e21-9b8a-cbef355180fa | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=a4f59ce5-0642-4f4c-8708-cc57402b6266 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=fb3a115b-684b-49ed-afce-38a3b7e50212 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=bdf6e470-8153-4764-b9b9-7ca66e5f6f2d | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=3
recommendations request | id=4cc9aad4-a58e-4ea7-ac03-0ee0f8d4710f | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=4 | catalogMs=4
recommendations request | id=f62eaea6-35dc-43ce-81a4-a0235f205903 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=53da5039-34e4-41f4-a50f-263ae0186148 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=e01bc476-ece6-4038-8e38-79dea07d477a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=8d3bf76d-189f-4d70-99b9-958722c670f3 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=8045f951-91cb-46a6-bedd-d8dc0a812f46 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=2
recommendations request | id=114b1e27-18db-4dfc-a5f7-feac983e87a8 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=b4e4f01b-2e86-4a3b-beaa-74c81ecfb050 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=57cf04b0-b751-4c5e-9150-f1f29e95b609 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=dfb6e18f-56f7-43e7-b11f-868c676f95d5 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=3bf9081a-af63-46e5-8a7a-09e586787997 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=5db8031a-6628-448b-8e9c-9dc70264fe56 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=ceb3dfbf-0114-4801-beee-0b6b96b269a1 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=ef23b35f-90b0-42aa-9923-f2f88332c9d7 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=978671fd-34a4-40c9-9f84-d78b2083c9a4 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=78a2318d-4847-465d-802c-2730552356cc | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=227db9fb-9bdc-4dde-8138-b452029050d7 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=2
recommendations request | id=94215f17-eff7-4edc-9402-1e6983e27143 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=fbed408f-22ed-4c91-81cb-bb3eb2ef02c7 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=3666865e-16ff-47f7-abe6-2af00a2f6ebb | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=d0e607f6-0435-41d9-9a40-55d39b722137 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=6bd23b75-7735-4fde-9375-5018572156c7 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=efcb3c02-e4a2-4a92-80b2-9df792d1f2c0 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=2874415a-603b-466c-b4a4-e447bf9d9cbc | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=2 | catalogMs=5
recommendations request | id=d1e5424a-5815-4f56-8315-abf6900cb5d3 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=2a37c071-a0d9-4141-84e6-93ab72ced07b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=0
recommendations request | id=426a4f87-4e55-4df4-8dad-d24afaff0935 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
