gateway listening on port 3000
gateway request | id=3f49c99a-ebfc-4d4f-b4e2-49989e481a64 | GET /health | status=200 | durationMs=7 | upstream=n/a | cache=n/a | source=n/a
gateway request | id=0c57f532-5570-4abb-bca7-56dfcb57a125 | GET /api/recommendations/1 | status=200 | durationMs=285 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5e9780f3-ef15-4f49-9b19-49138ffc1719 | GET /api/recommendations/1 | status=200 | durationMs=292 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=94595819-3c0e-4359-bf1b-f7358555edea | GET /api/recommendations/1 | status=200 | durationMs=293 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2a794b56-46ea-403b-8216-641152c4c50f | GET /api/recommendations/1 | status=200 | durationMs=273 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5a2ca062-5c91-47ca-b7ff-6eb417ee0528 | GET /api/recommendations/1 | status=200 | durationMs=274 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=de8d3570-9ca8-4637-b393-37638d7179de | GET /api/recommendations/1 | status=200 | durationMs=279 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=36bed364-81e0-4386-b13f-6f09a2dc8ce1 | GET /api/recommendations/1 | status=200 | durationMs=282 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4948588d-6d19-48ec-be92-d8bc892d21f5 | GET /api/recommendations/1 | status=200 | durationMs=284 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=10526bbd-8916-47d3-9758-4095ce2e24a4 | GET /api/recommendations/1 | status=200 | durationMs=287 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=090df8ff-c416-47eb-9f26-819aa7f31686 | GET /api/recommendations/1 | status=200 | durationMs=288 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=42b52dd1-0455-4bf1-a67f-7c00dba626d4 | GET /api/recommendations/1 | status=200 | durationMs=288 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=32ab49b5-ad57-4cb0-bb74-168122839b92 | GET /api/recommendations/1 | status=200 | durationMs=291 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=82c9c923-03bd-46d7-ac74-436ebcde7b22 | GET /api/recommendations/1 | status=200 | durationMs=296 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c7c9dae3-fd53-4a70-8697-86e9606157d4 | GET /api/recommendations/1 | status=200 | durationMs=291 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=12517dbd-93d6-4957-aacd-90da0e786611 | GET /api/recommendations/1 | status=200 | durationMs=294 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7daddbd7-e72c-4840-9378-6263b64941ef | GET /api/recommendations/1 | status=200 | durationMs=295 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=23036846-14c6-4ddd-923d-2d202945018f | GET /api/recommendations/1 | status=200 | durationMs=283 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=aaffef46-f69f-4226-bd06-09773538ee2e | GET /api/recommendations/1 | status=200 | durationMs=283 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e8f45886-8529-4132-b7c4-c4dd2bc69762 | GET /api/recommendations/1 | status=200 | durationMs=283 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a045eafe-09ed-4e0e-8dff-60bbd7b2d597 | GET /api/recommendations/1 | status=200 | durationMs=286 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5f064e14-15e7-4bf9-bbdd-1b2ca2244e8f | GET /api/recommendations/1 | status=200 | durationMs=287 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=591d4e5a-d5c2-4b07-a33c-f7370cf93f4f | GET /api/recommendations/1 | status=200 | durationMs=289 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=76de1117-12c8-4332-a371-f45e80d47400 | GET /api/recommendations/1 | status=200 | durationMs=290 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9733d91e-e21d-4762-b677-67ae52df2b67 | GET /api/recommendations/1 | status=200 | durationMs=290 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=919d1118-b374-49e6-915c-59978416b591 | GET /api/recommendations/1 | status=200 | durationMs=293 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=39a8adf0-880d-4c34-9305-c9320de4b234 | GET /api/recommendations/1 | status=200 | durationMs=305 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3bd6f408-8bce-4138-b698-9b613c89247d | GET /api/recommendations/1 | status=200 | durationMs=306 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=515fc4f1-9947-4ca2-b093-886d3b2d274a | GET /api/recommendations/1 | status=200 | durationMs=288 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=28e347c9-cacb-4b84-8dba-3bd8ea616dfc | GET /api/recommendations/1 | status=200 | durationMs=300 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8d77616a-8719-43b2-8f76-a0bfb0a5d0db | GET /api/recommendations/1 | status=200 | durationMs=301 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9ade1c45-c03d-46d4-9617-6ec9f4c88811 | GET /api/recommendations/1 | status=200 | durationMs=303 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ce225a04-3a1a-46db-beb0-d9fb7287d773 | GET /api/recommendations/1 | status=200 | durationMs=287 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b3dc20ef-79b2-4b22-b12b-f1fef8004f27 | GET /api/recommendations/1 | status=200 | durationMs=295 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d8aac4fb-7bbf-47ca-99ee-460774175e3e | GET /api/recommendations/1 | status=200 | durationMs=302 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c2f08fad-17b0-4d5e-b3b6-c151d08d350b | GET /api/recommendations/1 | status=200 | durationMs=304 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9dfcf391-0327-4dca-84da-670b5c8866b2 | GET /api/recommendations/1 | status=200 | durationMs=300 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bdb4d47b-f524-4035-a347-af42278b7b4c | GET /api/recommendations/1 | status=200 | durationMs=295 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7e8baf1d-a9d3-4b49-b5eb-48885a3b8687 | GET /api/recommendations/1 | status=200 | durationMs=289 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3757fcd7-4f9f-40e2-a4a3-7c41e55527f2 | GET /api/recommendations/1 | status=200 | durationMs=299 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ec86ee29-353b-44d9-af7d-b988e70217bd | GET /api/recommendations/1 | status=200 | durationMs=296 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ac15eda0-bb3c-4ebc-9828-96003e2607cb | GET /api/recommendations/1 | status=200 | durationMs=294 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=704b8994-75be-49fc-ba72-cd62059f9e3e | GET /api/recommendations/1 | status=200 | durationMs=310 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=dd862133-5e5c-4579-80af-082b95385b11 | GET /api/recommendations/1 | status=200 | durationMs=312 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4c642854-69da-4d9f-b525-54e7dca75d3f | GET /api/recommendations/1 | status=200 | durationMs=311 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=33cd854e-5dff-4fd3-8ef0-24c47f24b465 | GET /api/recommendations/1 | status=200 | durationMs=308 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=74b69533-2446-4ce9-b4e0-503332bf035b | GET /api/recommendations/1 | status=200 | durationMs=307 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=68ded906-f15e-44a3-96ed-043e7537cda6 | GET /api/recommendations/1 | status=200 | durationMs=307 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6c49e300-0475-4f00-821c-3e8632c263f4 | GET /api/recommendations/1 | status=200 | durationMs=308 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=74df13f9-7bcf-4bad-90ca-eb93125ac9df | GET /api/recommendations/1 | status=200 | durationMs=309 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2f36bd6b-f66f-4490-9ed9-0fce6c7c0615 | GET /api/recommendations/1 | status=200 | durationMs=311 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=81cc8f1e-256a-45bf-900b-12b3f5ebea70 | GET /api/recommendations/1 | status=200 | durationMs=309 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e73217aa-c89c-42bc-bbd3-c1eb24182aaf | GET /api/recommendations/1 | status=200 | durationMs=299 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=11800cb7-f8cb-42b7-a1d2-4c65b0a8669c | GET /api/recommendations/1 | status=200 | durationMs=297 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1e4883f4-8d31-498f-871b-fbfa3a8ffd6b | GET /api/recommendations/1 | status=200 | durationMs=297 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=96c6c54a-321e-48bc-8f68-1bac17f3ac19 | GET /api/recommendations/1 | status=200 | durationMs=298 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=82a27ff1-d81d-484b-8c95-4c061f8fb18b | GET /api/recommendations/1 | status=200 | durationMs=293 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7a2c34ad-65ee-410d-a96f-a28137d6d8a1 | GET /api/recommendations/1 | status=200 | durationMs=300 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fd4aa42e-da90-4c60-989d-8606bda9f546 | GET /api/recommendations/1 | status=200 | durationMs=301 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3b02d601-99c6-48dd-aa2f-967c3be32a5c | GET /api/recommendations/1 | status=200 | durationMs=296 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=155125a8-8ac5-413d-81a9-6c7f6f8e1fa7 | GET /api/recommendations/1 | status=200 | durationMs=284 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=84c68832-bf12-4560-b877-e763983a3ac1 | GET /api/recommendations/1 | status=200 | durationMs=276 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=890ae504-014a-4f65-9d37-15165415b421 | GET /api/recommendations/1 | status=200 | durationMs=275 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4eb242ba-45fb-4e6b-8bea-f8ed2fce1ac2 | GET /api/recommendations/1 | status=200 | durationMs=277 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=30234e6c-7c9a-4a19-9e97-3d18a066d38f | GET /api/recommendations/1 | status=200 | durationMs=288 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3b666803-0b87-4f88-802a-36ff2fc6d9cd | GET /api/recommendations/1 | status=200 | durationMs=288 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=760a3b2a-defc-43ae-b5bd-b29664c64666 | GET /api/recommendations/1 | status=200 | durationMs=290 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ce0b7c03-341f-4e0d-9798-4fbcfe14c26e | GET /api/recommendations/1 | status=200 | durationMs=292 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e1d23d46-4295-4ea4-8756-65acced7edb6 | GET /api/recommendations/1 | status=200 | durationMs=292 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ae500f89-c87e-4343-bd23-dae657d23796 | GET /api/recommendations/1 | status=200 | durationMs=291 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e521dc5f-9af6-4b8a-b4c8-3ed40fe2eda6 | GET /api/recommendations/1 | status=200 | durationMs=291 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8e78ce13-df5b-4af4-b7ad-1824a77464f3 | GET /api/recommendations/1 | status=200 | durationMs=288 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0f088e7e-1e6b-48fe-b959-3e81983cda7c | GET /api/recommendations/1 | status=200 | durationMs=287 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=71f28c55-b6e3-4dbe-9a82-6fd8e0b611ff | GET /api/recommendations/1 | status=200 | durationMs=288 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=36c59bd8-242e-4d7b-a60d-7b3e0a581324 | GET /api/recommendations/1 | status=200 | durationMs=292 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0113441a-8440-4dc2-aed1-5542e4290e38 | GET /api/recommendations/1 | status=200 | durationMs=295 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=18f29b2b-e7dc-478b-9421-de87b3b36431 | GET /api/recommendations/1 | status=200 | durationMs=291 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bdc80c88-0bc3-45fd-bef4-1af54cc11361 | GET /api/recommendations/1 | status=200 | durationMs=285 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=89b9e3d3-49e6-4c7b-ac02-61d1c3083084 | GET /api/recommendations/1 | status=200 | durationMs=281 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=37ef9c71-31dd-4505-bb48-39287200c96d | GET /api/recommendations/1 | status=200 | durationMs=270 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d9956c49-57bc-47a8-9e3a-bdb549c9048c | GET /api/recommendations/1 | status=200 | durationMs=273 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4bba58e7-dc4c-49d5-af47-351439e26db8 | GET /api/recommendations/1 | status=200 | durationMs=270 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2e48bb20-c1f7-48a0-8b93-904dd52a1820 | GET /api/recommendations/1 | status=200 | durationMs=272 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4df275cd-0592-44d9-b922-94cf0c3a584d | GET /api/recommendations/1 | status=200 | durationMs=273 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=11846b1f-3d95-4f70-9ce0-c1ff13703f70 | GET /api/recommendations/1 | status=200 | durationMs=277 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=64affb96-cd3c-4995-8779-03941f88b42e | GET /api/recommendations/1 | status=200 | durationMs=276 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d7fac294-2b4d-49c6-8897-fce3993e9eeb | GET /api/recommendations/1 | status=200 | durationMs=274 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2412ed19-3814-4c77-b3ce-bd860e8927ab | GET /api/recommendations/1 | status=200 | durationMs=284 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4a3ccebc-9e9c-42a5-984c-97028fc613eb | GET /api/recommendations/1 | status=200 | durationMs=283 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2b28189d-646f-46fb-9ddf-592448b30c13 | GET /api/recommendations/1 | status=200 | durationMs=279 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=318861e4-0143-4df8-9717-7610419531ef | GET /api/recommendations/1 | status=200 | durationMs=282 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f786a3cc-b47d-48d6-a776-4ee98f8afc09 | GET /api/recommendations/1 | status=200 | durationMs=275 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bcd4f02f-115f-415d-a392-9b853063ffab | GET /api/recommendations/1 | status=200 | durationMs=277 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6c041dcc-f0f4-45a7-af74-4f98f2f5b547 | GET /api/recommendations/1 | status=200 | durationMs=276 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=216d4032-05d9-4a8e-9217-5d2aecd08e63 | GET /api/recommendations/1 | status=200 | durationMs=283 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5f6568b7-49f1-4a7d-9828-762583702525 | GET /api/recommendations/1 | status=200 | durationMs=280 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b74e06ed-9843-408c-a509-90ebd66e084c | GET /api/recommendations/1 | status=200 | durationMs=271 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=809f62ac-b8a4-40c4-910a-c48beb3a4601 | GET /api/recommendations/1 | status=200 | durationMs=274 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=862a4826-3c12-4d5b-a77a-d6ac30a918c3 | GET /api/recommendations/1 | status=200 | durationMs=275 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8c97d9df-f6bc-47e6-b402-1925803ed8eb | GET /api/recommendations/1 | status=200 | durationMs=280 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e7950cd2-12bc-47c0-b970-529671b8490e | GET /api/recommendations/1 | status=200 | durationMs=284 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=00519a37-e800-4e25-990d-933954583dee | GET /api/recommendations/1 | status=200 | durationMs=285 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d22a8f81-3280-41dc-a814-c513f28cb1b4 | GET /api/recommendations/1 | status=200 | durationMs=283 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b47bec20-7a9b-4e57-a7bd-c1b73dcb5300 | GET /api/recommendations/1 | status=200 | durationMs=270 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=87d5f1a9-e5c0-4cc8-95ef-8aa06aa4ec94 | GET /api/recommendations/1 | status=200 | durationMs=269 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4e18f1eb-32fa-479c-aa4c-2c2443fc98f9 | GET /api/recommendations/1 | status=200 | durationMs=265 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8ee402e4-8fc8-4afa-938d-55a39f36ce7f | GET /api/recommendations/1 | status=200 | durationMs=261 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8b1f5756-1222-4139-b53c-ec90ca8aa1a5 | GET /api/recommendations/1 | status=200 | durationMs=266 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7b30719e-9d29-497b-99e6-b5349640649a | GET /api/recommendations/1 | status=200 | durationMs=267 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5e6b5a40-9378-4470-9ecb-0b37107e4ea9 | GET /api/recommendations/1 | status=200 | durationMs=264 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=70df4d82-538f-46e4-a841-325417d9eabd | GET /api/recommendations/1 | status=200 | durationMs=267 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f9b043ca-041e-49f8-8ea7-e26e798e17f1 | GET /api/recommendations/1 | status=200 | durationMs=267 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3f3108a9-9f4d-400b-9675-806f112e3438 | GET /api/recommendations/1 | status=200 | durationMs=270 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=120a42a2-d96f-40a0-a6c6-e6d4b0f7e1df | GET /api/recommendations/1 | status=200 | durationMs=284 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3fc20e42-1a5f-48af-a8af-c1f6f1520524 | GET /api/recommendations/1 | status=200 | durationMs=281 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1558f99f-6143-4a10-83ee-df9dbf3d6db9 | GET /api/recommendations/1 | status=200 | durationMs=280 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=05f522e5-a1bb-4ad9-8b1c-423321ff8f24 | GET /api/recommendations/1 | status=200 | durationMs=272 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d9d37cbf-0c36-4dbb-ae1e-71f3eec44509 | GET /api/recommendations/1 | status=200 | durationMs=271 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f688a67a-9436-4926-bc0d-06f32a424a80 | GET /api/recommendations/1 | status=200 | durationMs=266 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b290b756-022f-480a-a3a0-69ed7947ffbf | GET /api/recommendations/1 | status=200 | durationMs=276 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1a77a413-1328-45e2-bee9-d7d1ee686591 | GET /api/recommendations/1 | status=200 | durationMs=279 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=be3574e7-430c-4c0a-bf9d-ee1edb070548 | GET /api/recommendations/1 | status=200 | durationMs=281 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=069abe99-5c79-4b0c-b536-c5f91bdda561 | GET /api/recommendations/1 | status=200 | durationMs=278 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ab0c810a-81e6-49bd-ac99-44b209e3861a | GET /api/recommendations/1 | status=200 | durationMs=281 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=85bf1c02-ba3a-409d-8688-3d3fd70c0933 | GET /api/recommendations/1 | status=200 | durationMs=282 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d4b2c953-e79c-4e13-b2c4-bad856091aec | GET /api/recommendations/1 | status=200 | durationMs=284 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1ebbd2c4-a66b-40ce-9c76-f10a2debb12d | GET /api/recommendations/1 | status=200 | durationMs=280 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=13d73909-69e1-4e07-bc61-79db6d0b322f | GET /api/recommendations/1 | status=200 | durationMs=279 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=71355f6e-8d50-4596-9a7c-5b9ec14a972c | GET /api/recommendations/1 | status=200 | durationMs=274 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bca3fbe1-772e-4a17-ac30-b7913a4a02b1 | GET /api/recommendations/1 | status=200 | durationMs=274 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=af1cdf4d-f761-4aaa-a769-49a6624bb1f6 | GET /api/recommendations/1 | status=200 | durationMs=276 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6f6aa93c-c840-4c56-9a54-aa693ff16a1e | GET /api/recommendations/1 | status=200 | durationMs=279 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9cc62f11-d16f-410d-a9c4-947c81980430 | GET /api/recommendations/1 | status=200 | durationMs=279 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d0019868-dc91-433a-a9cf-33f3b7a74946 | GET /api/recommendations/1 | status=200 | durationMs=280 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=cdaaba99-1130-41a7-b32b-7f5afc851de0 | GET /api/recommendations/1 | status=200 | durationMs=284 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4b497705-a71c-4b1a-b0d3-d5f010f9f2a0 | GET /api/recommendations/1 | status=200 | durationMs=283 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b157d161-8821-40b7-a8f5-f3c30137cc44 | GET /api/recommendations/1 | status=200 | durationMs=285 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1777141a-135e-4c2a-b1ab-30b766f9ab08 | GET /api/recommendations/1 | status=200 | durationMs=284 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=762e6897-5bf8-4a2b-aa17-c363986907d2 | GET /api/recommendations/1 | status=200 | durationMs=286 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3b95271e-e92a-4a68-a597-8ed12eabefc0 | GET /api/recommendations/1 | status=200 | durationMs=288 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3506a9ca-c02b-46c0-9dcc-bb7e281a4357 | GET /api/recommendations/1 | status=200 | durationMs=287 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f4f4ee54-5e1b-4e35-bcb8-699a1a169b37 | GET /api/recommendations/1 | status=200 | durationMs=292 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4fd71ba4-f370-4274-b06d-dce26825b096 | GET /api/recommendations/1 | status=200 | durationMs=297 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d334c929-5467-4b04-8667-2e66e8c0b379 | GET /api/recommendations/1 | status=200 | durationMs=295 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8a04c3c3-89fc-4f74-81c3-443e2944fdb2 | GET /api/recommendations/1 | status=200 | durationMs=298 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=93648959-a959-4003-a9f8-4ae35eb43715 | GET /api/recommendations/1 | status=200 | durationMs=282 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6a06c5db-a809-4fd5-8dae-656a3d2512a9 | GET /api/recommendations/1 | status=200 | durationMs=284 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fba3acb0-546c-4a6f-a86f-308cc48ca73e | GET /api/recommendations/1 | status=200 | durationMs=287 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b0db44d4-68ea-405c-b2fd-06df8045029f | GET /api/recommendations/1 | status=200 | durationMs=286 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9c60c32f-38bc-4254-90db-6ba832ce2ad6 | GET /api/recommendations/1 | status=200 | durationMs=288 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d84b9946-ceed-422d-a313-e2cc4ee112dc | GET /api/recommendations/1 | status=200 | durationMs=289 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9161a577-e97e-45de-8d4a-6042e08d02e1 | GET /api/recommendations/1 | status=200 | durationMs=292 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f766ad24-5010-42a0-b601-0056a88b32b0 | GET /api/recommendations/1 | status=200 | durationMs=295 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1187cb9c-47ac-455f-91d7-58a260324644 | GET /api/recommendations/1 | status=200 | durationMs=296 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7cf8ecc9-47b0-47e4-a121-af46c7896bab | GET /api/recommendations/1 | status=200 | durationMs=294 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e0989a58-e899-4a11-8d29-cac61273f6c8 | GET /api/recommendations/1 | status=200 | durationMs=311 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2a868b46-79f6-4535-a7ed-44667086cf64 | GET /api/recommendations/1 | status=200 | durationMs=309 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ccda48e2-8a63-46d2-8018-c59df45e21f7 | GET /api/recommendations/1 | status=200 | durationMs=312 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7e5a8b3a-c7a0-4b0b-a780-df73af3eb8a2 | GET /api/recommendations/1 | status=200 | durationMs=306 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=235fc842-38e9-42f0-9650-df36dfbd2c6f | GET /api/recommendations/1 | status=200 | durationMs=307 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a4fd42e5-ec67-4c11-bb3b-cec4523508fb | GET /api/recommendations/1 | status=200 | durationMs=310 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=091e3caa-342e-4bca-bd3c-8f0d6889df49 | GET /api/recommendations/1 | status=200 | durationMs=315 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d0a54890-0569-4cdb-84ad-72096a2d0a04 | GET /api/recommendations/1 | status=200 | durationMs=308 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=05fc65ff-94c0-4fda-afbd-d97cbb940039 | GET /api/recommendations/1 | status=200 | durationMs=305 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ef5399bb-bb0a-49d9-b96b-45f7eb6bacfe | GET /api/recommendations/1 | status=200 | durationMs=303 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6c475c32-5bf2-4f49-843e-62158cbb1212 | GET /api/recommendations/1 | status=200 | durationMs=296 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b306262e-494c-4870-81f0-1b6aa5b12eaf | GET /api/recommendations/1 | status=200 | durationMs=286 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f0f0109b-d8f0-4fcf-a2f0-26e1c0f82762 | GET /api/recommendations/1 | status=200 | durationMs=284 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=62dbf54f-f8b7-4e42-a7dc-c4f1b5835a78 | GET /api/recommendations/1 | status=200 | durationMs=286 | upstream=recommendations | cache=n/a | source=n/a
