recommendations listening on port 3003
recommendations request | id=7c9cea9c-f47a-4909-bca3-878955c78b01 | GET /health | status=200 | durationMs=3 | usersMs=n/a | catalogMs=n/a
recommendations request | id=79526a17-f58b-4a14-a5ca-48aeaf1bd441 | GET /recommendations/1 | status=200 | durationMs=90 | usersMs=87 | catalogMs=87
recommendations request | id=05a7d4b7-5442-49b2-ae3d-557977c97a73 | GET /recommendations/1 | status=200 | durationMs=96 | usersMs=87 | catalogMs=90
recommendations request | id=3cb4bb31-d79f-4f48-8743-f2814d79a1cc | GET /recommendations/1 | status=200 | durationMs=93 | usersMs=89 | catalogMs=90
recommendations request | id=e24b7185-7721-4656-9b83-0846b5a6c509 | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=89 | catalogMs=93
recommendations request | id=bccfc3a0-5d04-4dc6-8782-66df33480103 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=89 | catalogMs=96
recommendations request | id=0d824389-2c6c-48b0-8638-88cda2a0d79e | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=89 | catalogMs=99
recommendations request | id=7acd1ea2-2326-44f1-8d12-305e03c7991c | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=89 | catalogMs=101
recommendations request | id=0a255426-7090-4f2d-9c74-86ba741b0aef | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=89 | catalogMs=104
recommendations request | id=238c1206-cae1-4ee7-bc2f-eb8ff5c2cbe3 | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=81 | catalogMs=95
recommendations request | id=2b2de726-42f7-453f-876a-94d25d143309 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=83 | catalogMs=97
recommendations request | id=c926c221-8563-4878-b6cd-e6bdebcb1d80 | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=85 | catalogMs=98
recommendations request | id=d22f7918-2e51-461c-9b2b-c183fc8229e3 | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=93 | catalogMs=93
recommendations request | id=5861f861-be95-4aa6-a60c-74a9dbeff104 | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=91 | catalogMs=91
recommendations request | id=07aaf95f-a64d-4280-81ab-8b633652645f | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=90 | catalogMs=93
recommendations request | id=faf50b42-1baf-48e5-83d0-ab33ab450411 | GET /recommendations/1 | status=200 | durationMs=98 | usersMs=90 | catalogMs=96
recommendations request | id=0b507906-1d8f-400c-88a4-9972ea38bdad | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=90 | catalogMs=98
recommendations request | id=b696a667-957c-42f3-9f65-573b02405c6b | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=93 | catalogMs=100
recommendations request | id=b981a3f0-31d5-4e2b-97d3-704b853e9d89 | GET /recommendations/1 | status=200 | durationMs=105 | usersMs=92 | catalogMs=102
recommendations request | id=48901a38-7cab-4ccc-af15-b29544dea434 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=92 | catalogMs=105
recommendations request | id=64addcd4-f119-4d51-baef-42b88cc7b2ad | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=94 | catalogMs=106
recommendations request | id=2e4ca098-eba6-44c7-8d45-7fc107ef2c47 | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=99 | catalogMs=99
recommendations request | id=1807a226-74f0-4d67-9cbe-6453d92f0ad4 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=98 | catalogMs=98
recommendations request | id=927b912b-4731-4f04-8295-6fa9c4490752 | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=98 | catalogMs=100
recommendations request | id=94ca5994-7fb0-479b-95a4-4bab9910ddec | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=99 | catalogMs=101
recommendations request | id=bcd666b3-9172-4409-a045-301436769eb7 | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=98 | catalogMs=98
recommendations request | id=be9a4b05-137c-44e8-8b67-b036287c1e73 | GET /recommendations/1 | status=200 | durationMs=96 | usersMs=93 | catalogMs=94
recommendations request | id=a5074ef9-b341-49f7-9be2-b49b6a88b301 | GET /recommendations/1 | status=200 | durationMs=90 | usersMs=87 | catalogMs=88
recommendations request | id=6271f572-3892-446b-b8ea-0ec49b36b978 | GET /recommendations/1 | status=200 | durationMs=89 | usersMs=86 | catalogMs=85
recommendations request | id=eecb5105-721f-4155-ac20-7a25f04568be | GET /recommendations/1 | status=200 | durationMs=90 | usersMs=85 | catalogMs=88
recommendations request | id=dd257024-600e-4195-82e0-22da95327035 | GET /recommendations/1 | status=200 | durationMs=89 | usersMs=85 | catalogMs=88
recommendations request | id=0e20c96c-85e5-487d-8862-44120e1929b6 | GET /recommendations/1 | status=200 | durationMs=88 | usersMs=84 | catalogMs=84
recommendations request | id=b1a039bd-e468-4301-8a30-beb2d9be2350 | GET /recommendations/1 | status=200 | durationMs=90 | usersMs=84 | catalogMs=88
recommendations request | id=565560b2-a915-4d16-acdc-d32d70423260 | GET /recommendations/1 | status=200 | durationMs=92 | usersMs=83 | catalogMs=90
recommendations request | id=133b900b-67d8-495b-9149-914fe0647aa3 | GET /recommendations/1 | status=200 | durationMs=82 | usersMs=80 | catalogMs=80
recommendations request | id=2030c72c-cfae-434d-b8a7-38d21addce2f | GET /recommendations/1 | status=200 | durationMs=86 | usersMs=80 | catalogMs=83
recommendations request | id=501861e1-f24c-41b6-9b88-a87e2e10072a | GET /recommendations/1 | status=200 | durationMs=85 | usersMs=83 | catalogMs=83
recommendations request | id=ee52b8c5-9fc9-437c-8fde-7a3182d33ede | GET /recommendations/1 | status=200 | durationMs=88 | usersMs=83 | catalogMs=86
recommendations request | id=fab7f66c-fbd2-4b30-b6e7-a54697d80d35 | GET /recommendations/1 | status=200 | durationMs=89 | usersMs=87 | catalogMs=88
recommendations request | id=3e440c2a-fdf5-4282-8b5b-db41c7e6d2a8 | GET /recommendations/1 | status=200 | durationMs=89 | usersMs=86 | catalogMs=85
recommendations request | id=05cde9f7-c6be-4a0f-a463-31d443eda834 | GET /recommendations/1 | status=200 | durationMs=85 | usersMs=83 | catalogMs=83
recommendations request | id=af13334b-beb7-45cd-9a28-7fd50a9be194 | GET /recommendations/1 | status=200 | durationMs=91 | usersMs=79 | catalogMs=79
recommendations request | id=906481ba-217c-4eee-9bb7-4074e44406e1 | GET /recommendations/1 | status=200 | durationMs=89 | usersMs=87 | catalogMs=87
recommendations request | id=a49457f9-a2b3-4d1f-88d7-7e3b5f04e28a | GET /recommendations/1 | status=200 | durationMs=89 | usersMs=87 | catalogMs=86
recommendations request | id=5a9e2433-ed24-42e8-9562-77c8b7e010d8 | GET /recommendations/1 | status=200 | durationMs=90 | usersMs=87 | catalogMs=88
recommendations request | id=0524c7b4-4129-4c5b-94f3-dc8d68f810f8 | GET /recommendations/1 | status=200 | durationMs=87 | usersMs=83 | catalogMs=85
recommendations request | id=0b842c09-7c3f-45ca-b9eb-0b60a30f41b5 | GET /recommendations/1 | status=200 | durationMs=90 | usersMs=82 | catalogMs=88
recommendations request | id=b6503b2b-256f-496b-a640-038fe4e76c1e | GET /recommendations/1 | status=200 | durationMs=91 | usersMs=88 | catalogMs=89
recommendations request | id=f058c0e7-47a2-4b82-9f4a-1254d620b578 | GET /recommendations/1 | status=200 | durationMs=93 | usersMs=88 | catalogMs=90
recommendations request | id=ce11bcaf-f25f-48ab-9dcd-74ce72476127 | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=87 | catalogMs=93
recommendations request | id=562d0069-2676-4877-93c2-cfd5ed4049fd | GET /recommendations/1 | status=200 | durationMs=108 | usersMs=100 | catalogMs=104
recommendations request | id=9c9780a3-84e8-4c74-a3f0-c20f72836815 | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=100 | catalogMs=111
recommendations request | id=5274e751-487f-42e2-9452-9c22a586a94a | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=100 | catalogMs=116
recommendations request | id=1ff08216-ba27-4d20-921e-b4ff05b5448e | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=99 | catalogMs=119
recommendations request | id=2843f713-8e14-4c90-b937-3871af09c686 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=116 | catalogMs=121
recommendations request | id=924a7001-ce53-4855-bc81-0a31a07359d0 | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=124 | catalogMs=125
recommendations request | id=b97cf684-7cb3-496a-9cda-e103dc0a0d50 | GET /recommendations/1 | status=200 | durationMs=138 | usersMs=124 | catalogMs=135
recommendations request | id=33048ab6-ccd9-4608-9a44-37c36331d2e9 | GET /recommendations/1 | status=200 | durationMs=133 | usersMs=131 | catalogMs=128
recommendations request | id=98e07f21-b0db-47ea-92fe-764558871c20 | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=133 | catalogMs=129
recommendations request | id=f2925492-2738-44d6-ad0f-8510e8a59899 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=131 | catalogMs=125
recommendations request | id=3734dd74-e4ce-44d1-8567-485ffcfbdce4 | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=132 | catalogMs=125
recommendations request | id=04cdb0ac-c339-4529-9617-4c361a954a39 | GET /recommendations/1 | status=200 | durationMs=136 | usersMs=134 | catalogMs=125
recommendations request | id=7c11ed74-529f-45b2-8d87-57b0a014969c | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=137 | catalogMs=137
recommendations request | id=79dca320-40d6-4c71-bcc0-0b14b52909c1 | GET /recommendations/1 | status=200 | durationMs=157 | usersMs=137 | catalogMs=155
recommendations request | id=74bdc9e2-19ad-4333-8582-96efe5a69f9f | GET /recommendations/1 | status=200 | durationMs=157 | usersMs=134 | catalogMs=155
recommendations request | id=ac090dbc-c481-4f96-98ce-54bcfac4e4f8 | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=151 | catalogMs=152
recommendations request | id=16396ba4-86ea-401c-84bd-3987e84017ad | GET /recommendations/1 | status=200 | durationMs=161 | usersMs=151 | catalogMs=154
recommendations request | id=a0604da6-4fc8-405d-889a-d52762da7b93 | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=151 | catalogMs=152
recommendations request | id=0d51546f-c05c-4b73-aa13-e1ac28eda044 | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=151 | catalogMs=151
recommendations request | id=ba06c103-0c0e-4c76-afd0-f221691b90b7 | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=153 | catalogMs=155
recommendations request | id=bbd8186f-c54d-4906-bfcc-210fb3d1d3c7 | GET /recommendations/1 | status=200 | durationMs=158 | usersMs=153 | catalogMs=157
recommendations request | id=b2b6198a-09c0-44ea-b5fb-c46c2b9c2a77 | GET /recommendations/1 | status=200 | durationMs=151 | usersMs=147 | catalogMs=147
recommendations request | id=9c91de1e-62b6-4d4a-af11-fcd3b02a57c7 | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=147 | catalogMs=152
recommendations request | id=fdc99bd8-0d67-462c-b2c9-1e17a0b7a540 | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=146 | catalogMs=153
recommendations request | id=b6484060-f301-4b51-8cde-afa98269215a | GET /recommendations/1 | status=200 | durationMs=152 | usersMs=149 | catalogMs=150
recommendations request | id=daaee58c-6c94-4e3c-b63e-6ed7fd70c9be | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=149 | catalogMs=149
recommendations request | id=237176c2-8e5a-45a0-885a-a4a43e835e07 | GET /recommendations/1 | status=200 | durationMs=151 | usersMs=149 | catalogMs=149
recommendations request | id=65375eec-b615-45bf-9a20-46b45d90ea33 | GET /recommendations/1 | status=200 | durationMs=155 | usersMs=149 | catalogMs=151
recommendations request | id=e415ced6-875f-43b3-9d27-c1394c582ef0 | GET /recommendations/1 | status=200 | durationMs=138 | usersMs=136 | catalogMs=137
recommendations request | id=7aac1a0e-330f-4ffe-9bea-917b898fbadf | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=126 | catalogMs=125
recommendations request | id=748cac1c-1dd4-4fe8-8b32-0b6507ea9d89 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=121 | catalogMs=121
recommendations request | id=ac42708d-9a5b-4212-81d1-506253375d69 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=120 | catalogMs=122
recommendations request | id=565b842d-bf7a-4e10-908d-c318d24da09f | GET /recommendations/1 | status=200 | durationMs=105 | usersMs=102 | catalogMs=103
recommendations request | id=e5660ceb-db98-4ea6-b932-8bf69f3851e8 | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=101 | catalogMs=105
recommendations request | id=bb17ce58-9aaa-46bf-a67e-2ac8aa98dad1 | GET /recommendations/1 | status=200 | durationMs=108 | usersMs=101 | catalogMs=107
recommendations request | id=1470cb01-bbc7-4e15-b58b-d94842103284 | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=102 | catalogMs=110
recommendations request | id=c73f8c06-a7aa-43df-b356-604ede74ec17 | GET /recommendations/1 | status=200 | durationMs=87 | usersMs=84 | catalogMs=83
recommendations request | id=57cbef89-c3d5-4d24-b136-7bd1d17e2862 | GET /recommendations/1 | status=200 | durationMs=89 | usersMs=82 | catalogMs=83
recommendations request | id=0c3ba5f5-23dc-497d-922f-401aee7e3fb3 | GET /recommendations/1 | status=200 | durationMs=90 | usersMs=81 | catalogMs=89
recommendations request | id=388d25f6-5711-4a0f-bc1b-b1400c9862d3 | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=81 | catalogMs=92
recommendations request | id=42c54e92-9dee-471a-a8d4-0da657c16ccb | GET /recommendations/1 | status=200 | durationMs=96 | usersMs=79 | catalogMs=93
recommendations request | id=e1a8ee3b-d457-4ad7-8ac3-89856d970e88 | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=78 | catalogMs=95
recommendations request | id=3bd5ee29-a5a5-471a-a14b-dfdcfa415c11 | GET /recommendations/1 | status=200 | durationMs=92 | usersMs=84 | catalogMs=89
recommendations request | id=bf872e4b-182f-41c9-b7d3-85e29eb1c4a2 | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=84 | catalogMs=93
recommendations request | id=d22f7d90-fcbf-49d4-81cc-12b16318a1ea | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=84 | catalogMs=94
recommendations request | id=8e329aea-a088-497b-ae09-2c1ea19b88a5 | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=86 | catalogMs=93
recommendations request | id=3fee5ca3-a77f-449d-a3c3-7cd856900734 | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=87 | catalogMs=97
recommendations request | id=3a8c0be0-4aa1-404f-a49c-33b549e020ae | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=86 | catalogMs=99
recommendations request | id=3d8e06fd-e951-48b1-9aea-6d9404551e43 | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=88 | catalogMs=112
recommendations request | id=01153e2c-a818-4f34-9430-cf37d28fb519 | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=108 | catalogMs=114
recommendations request | id=9aeecd1f-9398-49c3-93cb-38e8235e3562 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=112 | catalogMs=111
recommendations request | id=42996630-d1e4-4a5d-9ecb-5f1eef19523d | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=111 | catalogMs=114
recommendations request | id=4a121e4e-8a8e-4972-9ee6-001bf467fd97 | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=110 | catalogMs=113
recommendations request | id=e43adece-3feb-491c-a9ef-4740c030edf8 | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=109 | catalogMs=113
recommendations request | id=9a3a02f9-8480-435e-91a2-ea7f8d79939c | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=113 | catalogMs=111
recommendations request | id=5b673432-21fb-40bf-bb7f-a3f5c9346300 | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=114 | catalogMs=112
recommendations request | id=0b13fbf5-c969-4e6d-bfb1-fac7a2158f9d | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=114 | catalogMs=109
recommendations request | id=e70f57f3-e124-4f6e-990a-6b8c2922d07a | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=114 | catalogMs=115
recommendations request | id=5eec7212-d3fd-40c2-8700-7ac37f5044d1 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=114 | catalogMs=122
recommendations request | id=2b045101-f67c-4099-9155-20e8b45513b8 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=114 | catalogMs=125
recommendations request | id=3d484c12-dc1c-4ca4-baa0-c749cb77b451 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=114 | catalogMs=126
recommendations request | id=c171da93-bf6c-4d5f-8c1a-0233b331ba16 | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=114 | catalogMs=128
recommendations request | id=36d3c374-e9d1-4401-bda9-39e7cf4888e9 | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=114 | catalogMs=130
recommendations request | id=20b69214-bb47-4d81-bc54-670a2cb1644b | GET /recommendations/1 | status=200 | durationMs=144 | usersMs=113 | catalogMs=142
recommendations request | id=a8959b26-4992-42ae-bc0b-5b0f0a88c940 | GET /recommendations/1 | status=200 | durationMs=144 | usersMs=126 | catalogMs=142
recommendations request | id=085e2121-716e-44c1-ade2-a9549468d6c5 | GET /recommendations/1 | status=200 | durationMs=149 | usersMs=138 | catalogMs=147
recommendations request | id=07e7aa2b-ef4d-40d7-a09f-c8c837b7db84 | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=138 | catalogMs=150
recommendations request | id=4c951d6e-088b-4d00-86d4-cce08ee5abbe | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=137 | catalogMs=152
recommendations request | id=f919a034-f88e-4955-b04a-14158602ab13 | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=140 | catalogMs=140
recommendations request | id=57f20354-9ab8-404f-836c-b8e4720a6065 | GET /recommendations/1 | status=200 | durationMs=141 | usersMs=140 | catalogMs=140
recommendations request | id=487f4f30-877c-44ee-ba92-8627f8825731 | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=138 | catalogMs=138
recommendations request | id=cf377ee0-6133-4cef-833b-fb1509bd1a66 | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=138 | catalogMs=140
recommendations request | id=8194c213-7427-4ff7-9a7d-93b110adeec1 | GET /recommendations/1 | status=200 | durationMs=144 | usersMs=137 | catalogMs=142
recommendations request | id=fe85f3a5-19f3-4623-84df-cae21c171f8c | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=137 | catalogMs=145
recommendations request | id=13136766-b7f0-4a45-8771-ba3f4e816912 | GET /recommendations/1 | status=200 | durationMs=167 | usersMs=139 | catalogMs=163
recommendations request | id=4b24f50f-3629-494f-ad7e-f97861bc8c46 | GET /recommendations/1 | status=200 | durationMs=170 | usersMs=141 | catalogMs=167
recommendations request | id=8c4103bc-15ae-46cc-b731-d9898d9ee9ba | GET /recommendations/1 | status=200 | durationMs=169 | usersMs=163 | catalogMs=166
recommendations request | id=43661aff-e403-4457-800d-21b878241ff1 | GET /recommendations/1 | status=200 | durationMs=169 | usersMs=162 | catalogMs=168
recommendations request | id=2352dff9-032f-4129-a1b7-4017064fb405 | GET /recommendations/1 | status=200 | durationMs=161 | usersMs=159 | catalogMs=158
recommendations request | id=e8a6ffd5-5070-4ae6-9cf2-6845aa5d0077 | GET /recommendations/1 | status=200 | durationMs=162 | usersMs=158 | catalogMs=160
recommendations request | id=e1693baa-f15a-440d-b4a4-603ea76ffa1e | GET /recommendations/1 | status=200 | durationMs=148 | usersMs=146 | catalogMs=146
recommendations request | id=be5e8a98-ae63-4ff7-9fb4-59390ab89d08 | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=114 | catalogMs=114
recommendations request | id=4762fa03-3eef-42f6-8edb-b6366984960a | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=112 | catalogMs=115
recommendations request | id=d01349c6-9f97-46cb-b512-a0cb4576f596 | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=112 | catalogMs=118
recommendations request | id=080c7462-8737-4906-8270-9c19247dd42b | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=112 | catalogMs=121
recommendations request | id=ede9ad37-73cb-4e53-bd01-5a4a3b3340d9 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=104 | catalogMs=105
recommendations request | id=5206e396-5da6-436e-a9c7-8003ab25b943 | GET /recommendations/1 | status=200 | durationMs=88 | usersMs=85 | catalogMs=86
recommendations request | id=94457570-2d8f-4597-bc1f-89273b726690 | GET /recommendations/1 | status=200 | durationMs=222 | usersMs=220 | catalogMs=146
recommendations request | id=60277f35-aa71-4302-8198-7ccfed9468f3 | GET /recommendations/1 | status=200 | durationMs=225 | usersMs=221 | catalogMs=222
recommendations request | id=dc5f8283-b40b-4e13-a534-8373472339f5 | GET /recommendations/1 | status=200 | durationMs=227 | usersMs=220 | catalogMs=225
recommendations request | id=7fbb89ad-cef7-48bc-b6c7-4ab8109caf53 | GET /recommendations/1 | status=200 | durationMs=230 | usersMs=221 | catalogMs=228
recommendations request | id=d4200ea8-ce6b-4baf-84c9-6a71a5611e53 | GET /recommendations/1 | status=200 | durationMs=231 | usersMs=220 | catalogMs=229
recommendations request | id=2bf5652f-268c-4b94-a9e0-9c93862eda40 | GET /recommendations/1 | status=200 | durationMs=91 | usersMs=85 | catalogMs=88
recommendations request | id=2153eb46-4657-4128-b794-de37c024a059 | GET /recommendations/1 | status=200 | durationMs=91 | usersMs=88 | catalogMs=87
recommendations request | id=ab0e5652-c67d-4425-8c72-61d95b6f9bc0 | GET /recommendations/1 | status=200 | durationMs=90 | usersMs=86 | catalogMs=86
recommendations request | id=9b3628b6-acbd-41e3-9c59-b3577dcca4da | GET /recommendations/1 | status=200 | durationMs=85 | usersMs=79 | catalogMs=79
recommendations request | id=74000f89-62c3-418e-891e-669602f30a08 | GET /recommendations/1 | status=200 | durationMs=67 | usersMs=65 | catalogMs=65
recommendations request | id=36c8a216-f640-49ae-82b8-6df904138f2b | GET /recommendations/1 | status=200 | durationMs=71 | usersMs=65 | catalogMs=68
recommendations request | id=b4fd38f4-0d9a-45b5-b776-10c3cf44607a | GET /recommendations/1 | status=200 | durationMs=70 | usersMs=68 | catalogMs=68
recommendations request | id=9111a9d3-6434-4722-81b1-5f670d02d6c6 | GET /recommendations/1 | status=200 | durationMs=72 | usersMs=67 | catalogMs=70
recommendations request | id=2ef1b511-ef9f-4a91-9a6f-9905e717d467 | GET /recommendations/1 | status=200 | durationMs=74 | usersMs=67 | catalogMs=72
recommendations request | id=3e7655d6-0dcf-4f01-ad69-691d423a008a | GET /recommendations/1 | status=200 | durationMs=76 | usersMs=70 | catalogMs=73
recommendations request | id=93253b99-fe06-4123-bdbc-2fb3cc316b7b | GET /recommendations/1 | status=200 | durationMs=78 | usersMs=71 | catalogMs=75
recommendations request | id=d8b4d820-94ea-4b5f-bc0d-f60265fbc142 | GET /recommendations/1 | status=200 | durationMs=81 | usersMs=71 | catalogMs=79
recommendations request | id=5c11f6d8-77c5-4cf0-8644-26ef02cd0d80 | GET /recommendations/1 | status=200 | durationMs=84 | usersMs=71 | catalogMs=82
recommendations request | id=bb9276cd-3eb6-4f63-a2d0-d8e2b4c70353 | GET /recommendations/1 | status=200 | durationMs=88 | usersMs=72 | catalogMs=86
recommendations request | id=77373031-7be1-40c5-9677-87a988fd1d57 | GET /recommendations/1 | status=200 | durationMs=92 | usersMs=71 | catalogMs=89
recommendations request | id=11272ccd-fd03-4da6-ac76-7e3892eb1189 | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=71 | catalogMs=93
recommendations request | id=73d2365d-7d05-4030-a90c-84daa039a17c | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=74 | catalogMs=96
recommendations request | id=cb44c93c-2456-4141-ae30-b2a4ca239d33 | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=74 | catalogMs=99
recommendations request | id=4e72634f-d2d2-4bee-a574-d23e7f480214 | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=78 | catalogMs=99
recommendations request | id=ed0e88a4-b157-4c75-9ee6-97f0b37dc21d | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=77 | catalogMs=97
recommendations request | id=e6b803cf-23ce-4bf1-ac13-dc999b2c8368 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=84 | catalogMs=96
recommendations request | id=232ea48a-9be5-4f92-975f-2da19d207de5 | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=84 | catalogMs=98
recommendations request | id=5b2db885-2723-475a-b554-4da70af3d277 | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=87 | catalogMs=101
recommendations request | id=d4deeca0-16bc-43bc-8dcb-e9e59423fd53 | GET /recommendations/1 | status=200 | durationMs=105 | usersMs=87 | catalogMs=103
recommendations request | id=0a080f64-1ce0-4261-9875-7e555aeabc94 | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=87 | catalogMs=106
recommendations request | id=13f0059b-a38a-4ac5-91a8-208a8c56ccee | GET /recommendations/1 | status=200 | durationMs=111 | usersMs=88 | catalogMs=109
recommendations request | id=20529836-3dbd-4e26-b0fb-1bc96d9c759f | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=91 | catalogMs=108
recommendations request | id=e2290031-3b7f-47f4-9780-d0c0ae47ffc6 | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=90 | catalogMs=111
recommendations request | id=2f5374de-548c-4ea7-9eca-7e21b4ab91a3 | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=91 | catalogMs=114
recommendations request | id=b1b459b8-229d-4a97-8435-cd938b0ad2ef | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=91 | catalogMs=116
recommendations request | id=731e284b-5209-4786-b7e8-f096478442c4 | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=91 | catalogMs=117
recommendations request | id=ffac2a62-3dec-4ccc-9ac5-3ef71b8721ca | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=90 | catalogMs=121
recommendations request | id=bd7da063-a56b-4618-9209-67e16e0b2dcb | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=92 | catalogMs=123
recommendations request | id=15d5ebf8-d444-4b51-bf7e-64181b3a09b9 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=95 | catalogMs=126
recommendations request | id=ca9c7fda-84c3-422c-846b-17b85898298f | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=102 | catalogMs=121
recommendations request | id=4ce2de8c-5c87-44ab-922c-29be147aeea0 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=103 | catalogMs=125
recommendations request | id=872b02e2-4281-4695-bb66-2e866430c7c7 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=109 | catalogMs=114
recommendations request | id=bf1c93f5-9fdd-4e20-b30a-c35361bb3a96 | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=111 | catalogMs=113
recommendations request | id=d85eb2f7-1c6f-46ec-bb8e-1f111ea3bd8a | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=113 | catalogMs=113
recommendations request | id=d2aafcb8-e4e0-497b-bbe2-8b92e928a8a7 | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=112 | catalogMs=118
recommendations request | id=4c16d921-10f8-4f88-b8b9-d4978d329e68 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=117 | catalogMs=122
recommendations request | id=302e1330-9542-43c5-ab11-b6a69af6bdfd | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=117 | catalogMs=124
