recommendations listening on port 3003
recommendations request | id=fb4d5a68-34d3-406e-80cf-1adb30cb96b9 | GET /health | status=200 | durationMs=4 | usersMs=n/a | catalogMs=n/a
recommendations request | id=766df554-133a-451d-8036-0297e4afc8c4 | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=8 | catalogMs=20
recommendations request | id=b8da7b01-fbd2-4131-b691-491f73be4025 | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=7 | catalogMs=24
recommendations request | id=fd8ea197-721e-400d-8a21-735e961925e0 | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=7 | catalogMs=26
recommendations request | id=30e87ee1-7614-4a1c-8d13-aafa8985966c | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=6 | catalogMs=19
recommendations request | id=05a63747-9877-4456-b06d-bda193b0fab7 | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=5 | catalogMs=22
recommendations request | id=46b3f6c2-fc97-482b-bf3b-f923bf0ef1f4 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=5 | catalogMs=18
recommendations request | id=f1161f0c-73ee-44ab-a00e-a6cd5b84dd12 | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=4 | catalogMs=12
recommendations request | id=70c6d898-1565-454b-861f-59fe1373ffd8 | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=7 | catalogMs=17
recommendations request | id=94f0d5be-5027-472d-9039-87e5bf9b57d0 | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=4 | catalogMs=20
recommendations request | id=22655e99-5987-423d-8656-4d8af788ab1e | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=4 | catalogMs=24
recommendations request | id=b933417a-fb53-424b-b55c-365b8cb159eb | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=3 | catalogMs=26
recommendations request | id=1f05a17c-0915-470a-a072-abdeb0853d8b | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=4 | catalogMs=26
recommendations request | id=3e2bc07c-6888-4f8e-8c64-ad1cf8df1a0b | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=4 | catalogMs=38
recommendations request | id=9f08aa19-9af1-42f8-a57f-b18f13191a1e | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=1 | catalogMs=39
recommendations request | id=d0c98104-fbf9-4cbd-8c78-d48cdc2ffdc0 | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=9 | catalogMs=34
recommendations request | id=de4b2e2c-ba44-462e-a885-87b1f401135f | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=7 | catalogMs=36
recommendations request | id=3fb02cd7-a225-4291-9f97-f3dd5d8f02c5 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=7 | catalogMs=31
recommendations request | id=b35c54d1-e4f1-4c55-8cf4-3d60630dd1d8 | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=16 | catalogMs=26
recommendations request | id=50f75f48-ca4c-4a14-b8ea-5a2b4eaaa8ea | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=18 | catalogMs=27
recommendations request | id=3c01f410-09b0-4658-87e3-cbd87bfa594f | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=26 | catalogMs=21
recommendations request | id=d6f4db64-4302-4f92-a606-d09d105bf854 | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=17 | catalogMs=25
recommendations request | id=6a5026a4-52e8-4bdf-bc3a-8102782783d3 | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=7 | catalogMs=28
recommendations request | id=ab99e44c-015b-417d-9975-02f08a68c72b | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=7 | catalogMs=37
recommendations request | id=27f1dba7-dd57-4197-8138-c657d3cc42c9 | GET /recommendations/1 | status=200 | durationMs=43 | usersMs=7 | catalogMs=39
recommendations request | id=72f83113-64c3-45b0-9f66-ca624919b0ab | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=6 | catalogMs=43
recommendations request | id=e53741ec-9a7d-4418-b2d4-7b2413350e25 | GET /recommendations/1 | status=200 | durationMs=47 | usersMs=6 | catalogMs=45
recommendations request | id=abffcf6f-a39c-444f-8be2-82fb26d3714b | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=6 | catalogMs=48
recommendations request | id=0c170e80-4ec6-4133-88dd-ed9ba8809e62 | GET /recommendations/1 | status=200 | durationMs=51 | usersMs=14 | catalogMs=48
recommendations request | id=0649d39a-4519-4ad8-b0d0-e627bd32294f | GET /recommendations/1 | status=200 | durationMs=57 | usersMs=14 | catalogMs=54
recommendations request | id=95cd4f6a-02e0-41fd-96db-ca83d463871c | GET /recommendations/1 | status=200 | durationMs=64 | usersMs=14 | catalogMs=62
recommendations request | id=d1bed38d-16c0-475f-a4fb-f0ebeacc46c3 | GET /recommendations/1 | status=200 | durationMs=52 | usersMs=30 | catalogMs=50
recommendations request | id=2179368e-cbab-4497-b49c-101b1647f215 | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=44 | catalogMs=44
recommendations request | id=ad10f305-0dc4-4991-bcc1-cb4aa17bb9e1 | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=31 | catalogMs=31
recommendations request | id=a7ada7c0-7d7e-4354-822e-bf66cbdc022a | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=28 | catalogMs=28
recommendations request | id=be259ecc-cd2b-4366-ba69-320ae60be26b | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=25 | catalogMs=25
recommendations request | id=a6877270-a2f0-4b73-864e-f7a6f819b5bd | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=24 | catalogMs=27
recommendations request | id=f22bdd7b-62f9-46cc-9ddc-b72370fc99af | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=23 | catalogMs=28
recommendations request | id=1d4970dd-27bb-43b4-b7ae-1d359bf8adee | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=24 | catalogMs=27
recommendations request | id=1bcf13df-b9dd-4cd9-ac10-24854da46019 | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=26 | catalogMs=30
recommendations request | id=f287d12c-4efb-4bad-855f-e12aae1021f8 | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=25 | catalogMs=31
recommendations request | id=5251945e-652e-4b33-b231-dfe3e02075ff | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=23 | catalogMs=27
recommendations request | id=63c4a772-6d54-4fc8-81d5-489dc5eddd93 | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=24 | catalogMs=27
recommendations request | id=95561a78-93cb-4961-aa4d-be3c33aeee17 | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=24 | catalogMs=25
recommendations request | id=e0d94a89-4951-4f2f-acce-2481764df392 | GET /recommendations/1 | status=200 | durationMs=19 | usersMs=14 | catalogMs=17
recommendations request | id=02be3c48-a945-4724-b1b6-df2767a072d6 | GET /recommendations/1 | status=200 | durationMs=17 | usersMs=11 | catalogMs=15
recommendations request | id=007d59bb-0097-4c17-970b-2367214bcc50 | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=15 | catalogMs=16
recommendations request | id=c90c34bd-babf-44ca-8523-4ff7ec5f0e5e | GET /recommendations/1 | status=200 | durationMs=19 | usersMs=13 | catalogMs=17
recommendations request | id=8befa386-e906-4367-9146-58ea6d4ceeb3 | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=13 | catalogMs=21
recommendations request | id=6bb250f4-6b35-403a-aaa5-512bdf1e0856 | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=13 | catalogMs=26
recommendations request | id=bf812190-941f-4ecc-bf3e-bedf94f30acd | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=12 | catalogMs=27
recommendations request | id=361bee0e-5d30-45a4-8235-a74e9684f43d | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=12 | catalogMs=29
recommendations request | id=af5d92a0-7baf-407e-987e-25c223401a06 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=13 | catalogMs=30
recommendations request | id=c3399a00-ca68-46b9-bac9-4f10d380150b | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=12 | catalogMs=32
recommendations request | id=516c427b-7de1-42cc-846c-bd3567766574 | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=12 | catalogMs=27
recommendations request | id=60ea2cf8-64b0-4cf5-90ae-d38e147e8f50 | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=14 | catalogMs=27
recommendations request | id=d8164c7a-ec66-466a-886c-8c7e7113644c | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=13 | catalogMs=28
recommendations request | id=e3c222c4-9f84-4969-852d-8b23a83ef7dd | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=12 | catalogMs=31
recommendations request | id=c619edcb-8d89-454a-8d58-5a505639b4f2 | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=12 | catalogMs=24
recommendations request | id=e8758d1c-d863-4f02-a7b8-65315de5cc7f | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=11 | catalogMs=12
recommendations request | id=565c0fa7-3958-4c7f-8fe7-c8a0bb2840f5 | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=7 | catalogMs=12
recommendations request | id=f141758f-36d1-475c-abe5-aec75c61b5d8 | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=7 | catalogMs=14
recommendations request | id=b385c2ca-d5ab-4638-a32d-63636407ec8e | GET /recommendations/1 | status=200 | durationMs=19 | usersMs=4 | catalogMs=15
recommendations request | id=06f7f4a0-1e46-4a69-ad75-76ccf07756fb | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=4 | catalogMs=18
recommendations request | id=b808c696-2eec-447e-8951-c061250bf2f5 | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=4 | catalogMs=20
recommendations request | id=ac0f1607-4262-42bd-a4c8-3744d5fa2c67 | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=1 | catalogMs=29
recommendations request | id=485ded66-0df6-412d-98b6-515c5d870da3 | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=0 | catalogMs=36
recommendations request | id=5ef3d423-90fb-4508-8fe2-38e0614a7b88 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=17 | catalogMs=16
recommendations request | id=2c6cde32-bb7e-4d13-a13e-eae0a35d1074 | GET /recommendations/1 | status=200 | durationMs=10 | usersMs=6 | catalogMs=7
recommendations request | id=1ae7a16c-b991-4800-90e8-7982b517b828 | GET /recommendations/1 | status=200 | durationMs=12 | usersMs=5 | catalogMs=10
recommendations request | id=cf1de9f1-2fb0-4f6a-9947-427cbdff2508 | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=5 | catalogMs=14
recommendations request | id=0d878162-8f73-45b5-88a2-3c7b13a71088 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=5 | catalogMs=17
recommendations request | id=2d8da893-036f-4f02-9add-b5eb7b4fa38f | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=5 | catalogMs=20
recommendations request | id=7b87a899-8462-4ace-9c2c-bb2864650671 | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=5 | catalogMs=23
recommendations request | id=d99a6226-2e3d-4131-a308-9b4e042c9023 | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=3 | catalogMs=27
recommendations request | id=b1655ebd-c6f6-416b-bfea-3a86358baf14 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=3 | catalogMs=30
recommendations request | id=471aee28-4165-4959-b747-6a01efdaf9e3 | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=6 | catalogMs=32
recommendations request | id=e3f05ef2-e6cb-4f5b-ac27-42ccb236899a | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=7 | catalogMs=39
recommendations request | id=42a77a06-566d-467b-a8a7-2d7efd87f0dd | GET /recommendations/1 | status=200 | durationMs=44 | usersMs=8 | catalogMs=41
recommendations request | id=d0af5847-e8e4-4c60-9b4e-d27fb370fa0b | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=11 | catalogMs=35
recommendations request | id=4e9bbe5e-5cc5-4031-8c9b-cb68dfe9f2d1 | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=11 | catalogMs=35
recommendations request | id=710f818c-ca60-4352-80b6-7b94dc1269e6 | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=16 | catalogMs=37
recommendations request | id=578d8073-d479-4c76-8823-9643fa129095 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=14 | catalogMs=35
recommendations request | id=5a08cc3f-2104-4d97-b5da-eb95a373e25e | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=20 | catalogMs=27
recommendations request | id=c1f61b4e-44f7-43f5-8e3b-6775d6aae548 | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=21 | catalogMs=29
recommendations request | id=4bf25371-dc11-4043-9f65-0f8ddb29964a | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=12 | catalogMs=17
recommendations request | id=bb1e4f0a-49f6-4781-aba9-6198b2d95d97 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=12 | catalogMs=18
recommendations request | id=91c247e7-b93d-42be-b14a-bd257ff65164 | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=12 | catalogMs=20
recommendations request | id=03d43465-5a4e-4c20-bebf-0404a35d3794 | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=15 | catalogMs=23
recommendations request | id=66188a84-1cef-4038-a584-4d98631aa42e | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=15 | catalogMs=25
recommendations request | id=44a86a18-3d62-44fb-adf2-ba734d1dde9e | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=14 | catalogMs=27
recommendations request | id=9098338e-f2e8-4d0e-b7ee-c4eba475520c | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=13 | catalogMs=32
recommendations request | id=d68f3069-ac39-423e-92c5-490560de304e | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=13 | catalogMs=33
recommendations request | id=27eb7991-0c74-4389-8499-bad2b2fd3f52 | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=12 | catalogMs=37
recommendations request | id=6ceccf33-1717-4ed9-a675-3cf034bc0252 | GET /recommendations/1 | status=200 | durationMs=43 | usersMs=11 | catalogMs=39
recommendations request | id=a4c91a8b-12ce-40e9-b2e8-4fb9c72be47b | GET /recommendations/1 | status=200 | durationMs=47 | usersMs=11 | catalogMs=43
recommendations request | id=a1fa5e8f-4676-42c0-8eea-5dc3f456dbaf | GET /recommendations/1 | status=200 | durationMs=47 | usersMs=12 | catalogMs=43
recommendations request | id=14f61c13-c2bc-4ca1-8d1d-80442b775714 | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=20 | catalogMs=44
recommendations request | id=4d298c79-0cc1-43ce-afa2-c720c6ad394e | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=17 | catalogMs=44
recommendations request | id=4f26b6a0-0c5b-454f-9651-ff956dfdb481 | GET /recommendations/1 | status=200 | durationMs=43 | usersMs=15 | catalogMs=41
recommendations request | id=8933ac1b-af7b-447c-827e-fbaf87e9d561 | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=8 | catalogMs=29
recommendations request | id=70ae63c6-3bbe-407e-994a-c7f0b180c926 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=8 | catalogMs=31
recommendations request | id=78cf93d6-2ff2-4343-92c0-c30cc6659dbd | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=8 | catalogMs=34
recommendations request | id=c869a2de-4b74-45e9-a74d-06e89afc9ca8 | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=7 | catalogMs=45
recommendations request | id=1678d2e8-73a8-4b76-86ba-d92e6bf514c4 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=23 | catalogMs=29
recommendations request | id=db4687da-e02d-49d9-b6c0-10daa38869f8 | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=26 | catalogMs=31
recommendations request | id=33aac4ca-57ab-4386-aa8b-46d3225fb820 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=26 | catalogMs=35
recommendations request | id=5d47822a-f13d-40a3-8d4c-cff4fcee7e23 | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=29 | catalogMs=36
recommendations request | id=de2af416-ede1-4aef-baf6-2bebc6300045 | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=30 | catalogMs=36
recommendations request | id=7ff536df-49db-4d4c-9fd0-e8c52a331153 | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=31 | catalogMs=36
recommendations request | id=826f0371-9c5b-4f3d-b3ea-02dbd5c54257 | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=31 | catalogMs=38
recommendations request | id=34fffc0f-6b5b-4aa5-8e0f-51584ab8e7bf | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=28 | catalogMs=29
recommendations request | id=3f1b2f23-3bc2-4633-a731-fbcf09d14e3b | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=25 | catalogMs=26
recommendations request | id=f562b258-5ae6-4d99-9b88-af7964762bfa | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=23 | catalogMs=23
recommendations request | id=001f4928-384c-4542-a6b0-b6a8c7267591 | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=21 | catalogMs=22
recommendations request | id=48613160-2686-4a44-9167-59d16410573c | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=20 | catalogMs=24
recommendations request | id=52c3072e-8789-4ee0-8083-0c7c426f4147 | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=20 | catalogMs=27
recommendations request | id=96d03742-9da7-4437-a4f8-cdca098d796a | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=20 | catalogMs=27
recommendations request | id=93bee9bf-9dce-490a-9fe1-debec9c9b380 | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=22 | catalogMs=32
recommendations request | id=7c1d72e4-9b84-4db8-92cd-267e749f60ba | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=24 | catalogMs=24
recommendations request | id=73f83564-8c1d-48b9-a8ac-d0d908e3cd45 | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=21 | catalogMs=24
recommendations request | id=2f395044-3bdd-4d2d-9c05-c8deb356cc75 | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=21 | catalogMs=27
recommendations request | id=48d78f96-2099-4f23-ac9b-225c4ca3cd39 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=20 | catalogMs=30
recommendations request | id=2850df7d-63ab-4222-b1fb-fa385101f716 | GET /recommendations/1 | status=200 | durationMs=17 | usersMs=15 | catalogMs=15
recommendations request | id=4263e16d-8760-4fa7-b71f-a4bfd338cc43 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=14 | catalogMs=17
recommendations request | id=2ffdcac9-851a-4250-9b0b-ad1b5cc04275 | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=14 | catalogMs=21
recommendations request | id=949aa0b6-5611-41ec-89ed-25daff1b005c | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=11 | catalogMs=20
recommendations request | id=d2c4da75-a84c-4ce4-84f0-8e7ba3ce7a5d | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=11 | catalogMs=20
recommendations request | id=e07d7971-47ec-4d7e-a6a3-ddaaf1808cb5 | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=12 | catalogMs=18
recommendations request | id=5700a9f1-d29d-4248-9666-34629e08e472 | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=11 | catalogMs=20
recommendations request | id=cad527e7-ca2e-4372-9675-7ebf10666a2c | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=12 | catalogMs=24
recommendations request | id=e7990add-12ea-4cee-89c8-71fb9a0bac56 | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=10 | catalogMs=24
recommendations request | id=9b19d309-1bff-4791-93cc-5c8387256c1b | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=9 | catalogMs=27
recommendations request | id=81b7a6c8-9df5-4409-8a8a-7aa08ab45d83 | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=9 | catalogMs=26
recommendations request | id=fbe44d24-1b91-4867-8e3a-b622343e6039 | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=6 | catalogMs=25
recommendations request | id=acbb8aff-7faf-407a-a92b-9b56a46f751b | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=8 | catalogMs=28
recommendations request | id=e24b60c4-f311-422f-b7cd-9613cacd5b0c | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=6 | catalogMs=44
recommendations request | id=f181bd34-9f24-433e-b8f8-050f6a755d30 | GET /recommendations/1 | status=200 | durationMs=43 | usersMs=13 | catalogMs=41
recommendations request | id=0c27e44d-54c4-4600-8e1c-afc88c430b65 | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=12 | catalogMs=42
recommendations request | id=5dd329e6-8593-46e4-ba02-e8dae7cf8cae | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=12 | catalogMs=45
recommendations request | id=de19280d-a95b-4371-9c99-cb9e3763b0e8 | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=7 | catalogMs=43
recommendations request | id=e5cee7cd-e4a3-40be-8572-63a27254f6e4 | GET /recommendations/1 | status=200 | durationMs=47 | usersMs=6 | catalogMs=45
recommendations request | id=e69c7f43-b9cc-4210-acee-38526196738d | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=22 | catalogMs=43
recommendations request | id=4e25f086-a305-4c53-8690-262bb9cc8c1e | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=19 | catalogMs=28
recommendations request | id=1095b372-3bea-4dcb-843e-9043bde9376d | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=19 | catalogMs=18
recommendations request | id=b22a852d-cef1-4d93-b211-9627fc398fc2 | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=18 | catalogMs=20
recommendations request | id=c5cb6301-08ec-4611-b93e-ca239e1f6987 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=20 | catalogMs=20
recommendations request | id=4d9e9200-7498-423a-804a-019be69495fe | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=20 | catalogMs=22
recommendations request | id=0c1ab9a8-6324-4f4c-9ef2-e01f57f24c61 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=17 | catalogMs=18
recommendations request | id=31da50da-89db-4cd0-8b0c-fe1046dedf4b | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=18 | catalogMs=20
recommendations request | id=43790d2e-71a3-4c93-a08e-fbb8a49296be | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=18 | catalogMs=25
recommendations request | id=aa7b0773-91e5-4551-9598-c926dc6af2a4 | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=17 | catalogMs=27
recommendations request | id=93b3dff1-6991-4acf-bf77-774bc9918d1d | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=19 | catalogMs=25
recommendations request | id=0a376686-83cf-4305-b046-57d889294255 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=14 | catalogMs=19
recommendations request | id=953c0969-34d3-4120-81b7-268016ebacd9 | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=16 | catalogMs=21
recommendations request | id=d6270e39-c79b-4e59-8c4e-34e2882633dc | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=16 | catalogMs=16
recommendations request | id=6a6e9e78-3ada-4cbf-bfdf-5401a1c11440 | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=14 | catalogMs=16
recommendations request | id=09c8fb7a-54b4-4ef3-ad04-af4c4f05daef | GET /recommendations/1 | status=200 | durationMs=19 | usersMs=13 | catalogMs=18
recommendations request | id=0ebc658b-7cf6-4940-8a60-401c8419baa2 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=10 | catalogMs=10
recommendations request | id=7a3bac58-87a0-49c2-a520-6dfcd4724a8f | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=9 | catalogMs=22
recommendations request | id=961b98a6-24d7-46be-a698-0410cea2e6b6 | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=10 | catalogMs=26
recommendations request | id=c31f13b0-84f2-4f47-999b-9ca9c7d2ce20 | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=7 | catalogMs=27
recommendations request | id=42bf17d0-e37e-4f04-9dfb-ed046bf78290 | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=7 | catalogMs=29
recommendations request | id=903021cc-0344-418b-bc85-4d0381f4817c | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=14 | catalogMs=30
recommendations request | id=84a076f9-b875-48e2-a94d-4aa137d1ab27 | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=12 | catalogMs=15
recommendations request | id=4eb9ea95-40bd-4109-ab74-2ab0fa87c8ed | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=15 | catalogMs=19
recommendations request | id=efd17bb8-9274-4ab5-9e36-517ed3622e48 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=14 | catalogMs=20
recommendations request | id=2b44334b-1cce-4b85-b218-7571a199c73b | GET /recommendations/1 | status=200 | durationMs=12 | usersMs=9 | catalogMs=10
recommendations request | id=28f098a6-5f48-4b18-9ad4-6e7b853621d9 | GET /recommendations/1 | status=200 | durationMs=13 | usersMs=10 | catalogMs=11
recommendations request | id=cef63d09-a44e-41ca-9c28-9c62862f59ac | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=8 | catalogMs=12
recommendations request | id=c5ffb34a-2f83-4c1b-811e-52dbc75a2145 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=11 | catalogMs=20
recommendations request | id=7528da6a-4395-4aa4-9ce6-d57f83755101 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=9 | catalogMs=20
recommendations request | id=09746702-eb05-4afb-b53a-ed437ea3a393 | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=9 | catalogMs=23
recommendations request | id=7550d198-0c61-43bd-aad7-4a659f741721 | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=11 | catalogMs=25
recommendations request | id=69913320-fe0d-4d0e-9522-b4e6e5f26c07 | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=16 | catalogMs=25
recommendations request | id=b46504d0-e0a8-4ea1-a9f5-000d4b6e618a | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=15 | catalogMs=33
recommendations request | id=d59d81cc-df82-46a5-b05d-5da01ee007c8 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=11 | catalogMs=34
recommendations request | id=5a97e873-c0c2-425a-ab32-206056df2fb5 | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=8 | catalogMs=35
recommendations request | id=32be74bd-3f4e-4c16-9728-c2c8bc905524 | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=14 | catalogMs=27
recommendations request | id=feb34156-1640-437c-8bc6-8efbec20cea1 | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=13 | catalogMs=29
recommendations request | id=27a0f8dd-9cce-49a0-a996-670bf8919cdd | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=5 | catalogMs=22
recommendations request | id=27bf726f-f441-4621-8c15-93a698ae91e2 | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=5 | catalogMs=23
recommendations request | id=46a7d6b2-2f70-4acf-be66-4fed000fe382 | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=7 | catalogMs=17
recommendations request | id=19245a28-016e-4a90-afc0-90f54b3eef40 | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=7 | catalogMs=21
