
> gateway@1.0.0 start
> node src/server.js

gateway listening on port 3000
gateway request | id=a7a2cf96-6442-476f-a57e-16fdab51625d | GET /health | status=200 | durationMs=7 | upstream=n/a | cache=n/a | source=n/a
gateway request | id=7c0022c4-bf89-4595-8b2f-b40c75ee6090 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d68229e2-73d1-43f4-83ed-8c6805c5c9cc | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a5ad33e9-ac41-4b0e-a7c1-ce98061f3a1b | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=19b72d51-c80a-4066-8de4-aff3d39a590f | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=63b4c598-40a6-4c83-ba54-571fc2d04210 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3487f393-c73d-4289-a108-70064c2f1ae3 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3cf29b59-0115-4668-b7ad-cfaf4cc40120 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ed6216b7-d603-4551-a5b5-70fdf4e96acb | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=37fa6bc9-c491-4d39-806e-575f366616ea | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=83471eb9-a104-4ea2-a0b3-a3bd0e06f85a | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=85c42736-cec5-46a3-8c04-abb7a4470851 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=40f4c051-6182-4c22-ae80-2d176905f4e0 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6bfbbcd0-564b-420c-99f6-3fc5d6b5a1e7 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c0a47357-7a75-4a34-aa72-0f0ce8330763 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=cc87e4ed-ed7b-4cb0-9796-cb5ce0bd7e25 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f39f376f-8366-430e-902e-5ea9deba2593 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8ba66b2e-db41-4bae-9f12-2f9369a882cc | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e707440a-a393-4c07-b70a-65b35f8b68ba | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ffa49ad4-f6bd-4650-b1fd-1d4740c692be | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bf983d01-65b2-40bf-afdc-d90bc6253f35 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=08df8fef-c4de-4eaf-9cdc-c87c163fef93 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a005e066-70ce-41d6-b779-21e81e4d83ab | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1b90c74a-c9d6-4bdb-851c-37d7ec7ede08 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f9269dde-f21a-49f9-9bb6-24a133e72f05 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1fd25235-162b-42f2-8fbd-d8dfc6fe94cc | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ff70378a-1a2a-4d53-abe9-8650590d30ef | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=44299b01-aa37-4cb4-ada5-508a8b24ddd9 | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=324bb123-2b75-4651-8ce7-a763e0e54177 | GET /api/recommendations/1 | status=200 | durationMs=20 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1c6dd15d-f73a-4971-bb02-eeebad7e434b | GET /api/recommendations/1 | status=200 | durationMs=23 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fe5e9e1f-ef38-4669-a09c-b4c2c7af9390 | GET /api/recommendations/1 | status=200 | durationMs=23 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=07d702ec-0876-48fb-9d47-c27b1fbf2fe7 | GET /api/recommendations/1 | status=200 | durationMs=21 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=72c89af2-4df8-44e4-b83b-c47d64278828 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=55841aa7-d13a-4623-8d04-38457367afff | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=663fa481-537f-41e7-8416-0c2628a685f8 | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7343763d-85ca-448b-ab7e-a949c4a14f63 | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=de8c1e33-9b73-4204-a163-6582e169defc | GET /api/recommendations/1 | status=200 | durationMs=19 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f6748682-0a47-4b4c-9a1f-5adef2783c85 | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5709201e-4a9e-4a91-8811-6ea6905b0b0e | GET /api/recommendations/1 | status=200 | durationMs=21 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f881fb3f-8152-490a-9d9c-545e1b24056f | GET /api/recommendations/1 | status=200 | durationMs=20 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1fae69b8-3ff0-48ec-a0c3-ef0e5fabc2b1 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e9620616-19a2-4469-86e3-766710acf0a5 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9ae44614-aac0-43aa-93a0-95b46b4b7ef0 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=942e879a-fb89-4ada-9690-c2025dc3db51 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8a128044-2e65-442c-84aa-63a2fff42d16 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a8e8d918-65a0-4f4c-b072-ad8b801007ef | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=49f63306-dd43-49a9-b0f1-b90bf0cc1aed | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=973e3502-579d-414c-91df-35383a67b752 | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=661255f8-9532-4420-849b-f528f0a1896a | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bc83c00d-c1da-44a7-9804-47c31f575931 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=19a9e4dd-7862-4d33-82f3-b7b2c6deb333 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e7aa0625-8eda-41fb-a934-257363f245f0 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e17a03cb-e86f-49af-990c-9fcb34c729ae | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ceffa670-e452-4b58-bce4-8fa699613bfa | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f259b998-3ac6-48a6-b753-dbda55b1a4a1 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ddfcd9a6-b5d8-467d-9f86-4ccbce0dc5a0 | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=967d6253-e2cc-4455-88dd-c9c27c23da93 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=179ff71b-d4b7-405b-b0a5-0c2a08c62375 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=29343d7e-9086-4f1a-ba74-8d91bc44af4c | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0d8c867b-64c1-413f-ba82-0140fa92a3ce | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2c6844ee-8469-42c5-8273-f147c1d0a97b | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=52ecc058-3dde-4ed8-abb3-cf94fc088227 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7d90780c-6c84-4f3c-8dd9-e059544b3bc6 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d99edd47-574e-4b25-beeb-01341fcd97cb | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4c5fbbf6-adfc-402c-be41-226f84506d5b | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3c9d8aca-f29d-4548-b764-2f02585368a4 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1cfed735-9c0b-478d-b7b8-1b2deb006f1c | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=230a811d-e0b7-4674-9918-70df9afd275b | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ae24e801-f54e-470d-bf1c-b44a3002aa9b | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=11af8e53-647c-4325-9408-2915ede1e2fc | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ed14698e-cb09-4992-861c-05f354bf7f7c | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5103f5af-c03d-4cda-927d-8d5a9834bf23 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=eabb69a8-9b03-431d-aeb5-937c09eb4c4a | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0141749e-1f3c-4e9c-8d93-e7814a6e8e9c | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b30cb75b-6d84-49c3-be50-c27d0dee5012 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=aebd3c38-d390-4890-b80f-c386b2cffcd8 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fa8ea122-5ecb-4f00-86f7-468eff8026ff | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ae13505d-7fea-4e32-829b-78351fda5cad | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b7d6b28f-09a7-42c7-8367-d61d602b4d16 | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a96bd760-e5cb-43b8-8f4d-455d58a8bdf8 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c714b105-1004-444a-be10-36b8c42eddc2 | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f963ad16-82a2-439d-877b-2875ff2715a0 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a340182a-8e70-4132-9e0f-6770c3e97634 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b306d116-ce2b-4bc4-9cc9-bfb73d0c9828 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1fb1cb34-69e8-4c86-8001-73012dcd1766 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9672d532-13ff-4263-bd04-3f58dc039c06 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=073e4c3d-3976-4108-a70b-8f88bd3bb858 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=879ae0df-8e99-4942-a4aa-80f5cf0721c7 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7c784b1e-aa8c-4c06-8efc-5e0727a8adbd | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=76cda0dd-77a3-40ca-9994-969a8f861d89 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f9bb43ab-f37c-4ef5-b56d-79a81b8cc84b | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9b15064c-6bc8-47ea-8ef0-3aba97b0ab40 | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=73d2f9c9-9c8f-4ba3-86ef-127461990d40 | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a89a401c-b7bd-46a5-ab15-7a679ca0ea47 | GET /api/recommendations/1 | status=200 | durationMs=17 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b8eb65fd-51fa-4f1a-bdd6-4010ec3b9883 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7e00eec4-96e3-46f5-8efd-3f4545300253 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fb88e824-0d77-482f-a3f1-fcb3d3dca7fa | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=cd6b91f4-1e55-4581-821f-70c93b24e044 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=36967b9d-c65f-487a-ae27-cfe3d80bc782 | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9feee505-43e1-448b-bb1d-f19e7ff018ac | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7154b231-ecd0-4778-9be4-34ab79784b89 | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=624f5da3-3a78-4500-8de5-97d37890bf24 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c40838d1-a327-414d-81fc-30fb492c80dd | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6e7a6fc4-e049-4b0b-8937-8674118efd8b | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=23e30288-098a-41b7-a7a8-daed436d8d12 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2ab303c4-4f51-416b-95f4-0abb186ba60a | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0d12f582-07a9-4f7c-8e70-d76e239fa7ea | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8c188fec-e22d-4a8f-8057-5d75403dcbe4 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=825856f3-5a68-48b1-bed0-5946cb33b4be | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e05fa23f-fa23-4332-b17d-44046ad9fad8 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c6efed16-5a9e-4087-979e-b5eff70457b4 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4e8dab62-b441-49a6-8a1e-774761d11bf1 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=646d88b0-2c22-4c84-b28b-9d6369fdcea5 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3e4e6296-0375-40e0-aff0-2046d60d8713 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=93dcdef5-67b3-4409-9a88-250fb685cf5b | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=840029c8-3609-4217-b19d-e1cc9bf75f41 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=45ced9a2-5624-4dc6-b670-3c3e5b5a18a5 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=42f9caf7-2170-4b1c-8878-f7db32583fff | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=115ac02d-3bef-45e1-a5c0-74b7443caa85 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=30f90a7b-04fc-4bd7-ae55-e47a743f3198 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=67a386a7-add5-4417-b8b7-22cc0ef51326 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=50fe4f5b-e8a6-4d6e-b58d-0227c83103ab | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3aa54864-9c51-42a8-94a3-c6ed4c773b72 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=71b96595-6cc3-44b1-bde0-723079d8e934 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c71e6ce8-103a-4e87-9728-15b92a050ed2 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=71779862-a6de-4625-b603-d0c6a611fa10 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2d358642-f5b2-4056-8eec-50e00487fcc0 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=61c767de-e293-453c-972c-0f343381a72c | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bcd502c7-c5e3-47b3-a934-7c7657b49c2d | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e9e297b9-ebb9-4c0b-b673-2da2097cb1de | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6eb5576a-0246-4045-91e3-943b6e909077 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e8990fbe-17ec-4345-9bd0-32304327534f | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a796d7b8-b22e-411a-adbe-85d3978b055b | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=05aaf5d5-2ad1-44f4-a6b3-168be79eeca6 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6ab5ffba-fcfe-4789-a1b1-5e989c3d41f5 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=efd2d4c9-4393-40f1-a7e6-42ca55579905 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=79e52a58-8348-4e5c-a0a1-b69da90f2a37 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7b90a9a3-b033-4a4b-b1a0-78a05f1e414d | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=58906196-6c19-4edf-be7c-9303ffc5ffbc | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a66c9667-b27c-4209-bf5a-3f850fbcbbb5 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=95a50c2e-6fad-422d-91f7-fd9d13442053 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e83152bc-9d45-486d-8d32-1b08ace81486 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=344de9d1-b370-45f3-b785-dd26aee80d39 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c46d1166-100d-4c1f-a9d2-51dfd973d0fe | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f3b0e5d3-b185-4de6-a094-9a7b9444b0b4 | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8d514a51-97de-4253-ac1d-d4181b6d8910 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=81ac4bf0-e4e8-4005-9d3d-55d087ae92b1 | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6e9f3f0f-d194-48c5-93c0-fa11a2a8ff4e | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5e6ea376-0c2a-4fcf-8238-8e53b71436f3 | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=22f1f018-9783-4d85-ba94-29ec1b9a06be | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e2ec1164-1946-4d84-b4ed-873ccf1294eb | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=897cbff5-b6db-4cde-aaff-c93d0f3c96af | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f3041942-a5da-4b42-bd48-68f53c831bcc | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e31e4e29-d031-4c4e-85f2-a685eed3c8d9 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=45f54f95-a330-4f7d-b1eb-db12d29f115d | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8f2c332d-9fdf-4c18-8ad3-5af30bffc336 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6eb37024-09ed-44a5-867d-c4f7e3ec1282 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=08a6e3b4-f121-447a-abe7-6ee28e47657e | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6f279cd7-9a2a-457e-be89-c23394074783 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4c469ce9-810d-417b-a3f8-39da2eb96ff4 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=540e7cee-1fe4-4675-b0e9-0ccd18e0cd46 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2658189d-ba0d-4e1a-b3cd-cb1c2f201d9a | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4263ccbb-23e6-4f9d-8211-3514ed657901 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a16e5117-42c7-46f3-aff7-a71e7943a94a | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9b964f9e-6887-41a8-8ba4-a534d4bfcf8d | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bdce0209-4093-461e-aabd-acff1802fdd9 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=318ead34-0150-441b-9164-b5f01c21c9c2 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=12304210-157b-4c38-a779-3f6914d135a4 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
