recommendations listening on port 3003
recommendations request | id=ea351388-11c2-4ec4-98a2-2ba83410cbda | GET /health | status=200 | durationMs=5 | usersMs=n/a | catalogMs=n/a
recommendations request | id=6c663412-1eac-484e-ae06-dd2556231ee5 | GET /recommendations/1 | status=200 | durationMs=177 | usersMs=76 | catalogMs=173
recommendations request | id=2b66e74a-472e-4801-b169-6d046909795f | GET /recommendations/1 | status=200 | durationMs=180 | usersMs=76 | catalogMs=177
recommendations request | id=980f6bea-2e3d-440a-9a3b-1ca7cf665ee5 | GET /recommendations/1 | status=200 | durationMs=184 | usersMs=76 | catalogMs=182
recommendations request | id=1ff03718-489d-4ad6-aa66-b9db332578b6 | GET /recommendations/1 | status=200 | durationMs=188 | usersMs=76 | catalogMs=185
recommendations request | id=bdd6b456-c718-4bd5-8120-85fdd640a355 | GET /recommendations/1 | status=200 | durationMs=184 | usersMs=85 | catalogMs=182
recommendations request | id=18ed1f47-d668-405c-b52a-756fcbe7ea91 | GET /recommendations/1 | status=200 | durationMs=186 | usersMs=86 | catalogMs=183
recommendations request | id=cb2d067f-92af-4fed-bf01-21f9ab55c6ab | GET /recommendations/1 | status=200 | durationMs=185 | usersMs=83 | catalogMs=183
recommendations request | id=1dffa821-2013-4633-a884-3e86ebea6eac | GET /recommendations/1 | status=200 | durationMs=187 | usersMs=85 | catalogMs=184
recommendations request | id=d3bc9c9e-36a5-40da-9be1-90e30a4fa54e | GET /recommendations/1 | status=200 | durationMs=189 | usersMs=83 | catalogMs=185
recommendations request | id=ab00c315-0cd8-4de1-8918-429118ba1c19 | GET /recommendations/1 | status=200 | durationMs=193 | usersMs=82 | catalogMs=188
recommendations request | id=927486c0-a247-4f21-8340-b3eca5fb26cf | GET /recommendations/1 | status=200 | durationMs=195 | usersMs=86 | catalogMs=192
recommendations request | id=5227aac5-66a8-4df2-a209-a8aee94e4b03 | GET /recommendations/1 | status=200 | durationMs=196 | usersMs=85 | catalogMs=194
recommendations request | id=126318b8-e8ce-453c-a239-85719c644dda | GET /recommendations/1 | status=200 | durationMs=203 | usersMs=85 | catalogMs=194
recommendations request | id=da5368e9-8a96-4161-b824-007feb3dc8a2 | GET /recommendations/1 | status=200 | durationMs=193 | usersMs=74 | catalogMs=191
recommendations request | id=76cb7f86-9ae8-4c72-9348-587a255fe582 | GET /recommendations/1 | status=200 | durationMs=198 | usersMs=75 | catalogMs=195
recommendations request | id=3de2cd30-0de1-435d-9732-f78163794397 | GET /recommendations/1 | status=200 | durationMs=193 | usersMs=84 | catalogMs=190
recommendations request | id=e4b56709-8f12-425e-869b-078130af87be | GET /recommendations/1 | status=200 | durationMs=190 | usersMs=85 | catalogMs=188
recommendations request | id=0bce9c0b-7d00-44ea-b425-6f90d9069357 | GET /recommendations/1 | status=200 | durationMs=192 | usersMs=84 | catalogMs=188
recommendations request | id=fc87cdf2-7431-4837-9c76-bf2aec4fb191 | GET /recommendations/1 | status=200 | durationMs=190 | usersMs=84 | catalogMs=189
recommendations request | id=40dcf2f0-d822-463f-bc1f-ac9e755e03a3 | GET /recommendations/1 | status=200 | durationMs=192 | usersMs=83 | catalogMs=189
recommendations request | id=54adfc11-b630-43a3-9044-59d34d2310a0 | GET /recommendations/1 | status=200 | durationMs=191 | usersMs=83 | catalogMs=189
recommendations request | id=78ae89d7-588d-4e3e-8a86-4e0d65489ada | GET /recommendations/1 | status=200 | durationMs=185 | usersMs=83 | catalogMs=183
recommendations request | id=de81bc13-2741-4c1b-89d6-14affb5a5eb0 | GET /recommendations/1 | status=200 | durationMs=180 | usersMs=84 | catalogMs=179
recommendations request | id=df0c5df3-0cac-40e2-9f9f-9862a4c302ca | GET /recommendations/1 | status=200 | durationMs=183 | usersMs=85 | catalogMs=181
recommendations request | id=01d8dbd9-7051-4097-90da-892f18fb585c | GET /recommendations/1 | status=200 | durationMs=176 | usersMs=91 | catalogMs=172
recommendations request | id=4a84daea-25ee-4af0-8e5c-65b85bb9a7dc | GET /recommendations/1 | status=200 | durationMs=170 | usersMs=94 | catalogMs=168
recommendations request | id=3509b59d-b678-4f21-89fe-1e9dbe7fec17 | GET /recommendations/1 | status=200 | durationMs=174 | usersMs=94 | catalogMs=170
recommendations request | id=b8cdee0b-050a-49e8-a7f4-5ab79bfda0e0 | GET /recommendations/1 | status=200 | durationMs=172 | usersMs=97 | catalogMs=170
recommendations request | id=799ac9ae-9f00-4105-975c-82caafd5b552 | GET /recommendations/1 | status=200 | durationMs=170 | usersMs=96 | catalogMs=167
recommendations request | id=159e7c01-ee42-46ae-86de-da57111c0dc5 | GET /recommendations/1 | status=200 | durationMs=169 | usersMs=97 | catalogMs=167
recommendations request | id=fa5fc5eb-d70a-4c0a-8ef1-fe56a4d13a36 | GET /recommendations/1 | status=200 | durationMs=175 | usersMs=103 | catalogMs=170
recommendations request | id=9303d509-b0b5-4704-bf98-6d2d872d41a4 | GET /recommendations/1 | status=200 | durationMs=181 | usersMs=104 | catalogMs=178
recommendations request | id=7b65fea8-146c-466a-9607-c9435d1ece65 | GET /recommendations/1 | status=200 | durationMs=178 | usersMs=101 | catalogMs=176
recommendations request | id=bff32846-7818-4245-b72e-739e297eac65 | GET /recommendations/1 | status=200 | durationMs=168 | usersMs=107 | catalogMs=166
recommendations request | id=ff6719c6-ba9a-4f1e-bda9-0aecb24f800f | GET /recommendations/1 | status=200 | durationMs=168 | usersMs=107 | catalogMs=166
recommendations request | id=8696d816-df3c-4e21-bf6d-f54d13e659a1 | GET /recommendations/1 | status=200 | durationMs=169 | usersMs=106 | catalogMs=167
recommendations request | id=236b33bb-8253-4b87-bbd8-aae67318d59f | GET /recommendations/1 | status=200 | durationMs=165 | usersMs=115 | catalogMs=163
recommendations request | id=5f808e3f-3cf3-45f8-b579-91679e935509 | GET /recommendations/1 | status=200 | durationMs=160 | usersMs=108 | catalogMs=158
recommendations request | id=b6954582-8875-43fb-8ad9-e1cf82b29fdd | GET /recommendations/1 | status=200 | durationMs=159 | usersMs=110 | catalogMs=157
recommendations request | id=23db73d6-2f0e-40fc-8e45-f1af8f485370 | GET /recommendations/1 | status=200 | durationMs=160 | usersMs=107 | catalogMs=157
recommendations request | id=e51da598-d49e-4a7c-8140-69611e209408 | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=107 | catalogMs=151
recommendations request | id=99df0748-845d-4849-ab44-e677f97540e2 | GET /recommendations/1 | status=200 | durationMs=151 | usersMs=111 | catalogMs=149
recommendations request | id=5b84bd62-6186-48bd-a2dc-6d6841ba2102 | GET /recommendations/1 | status=200 | durationMs=145 | usersMs=113 | catalogMs=140
recommendations request | id=a1e65a23-0df0-490f-992e-f40523007f96 | GET /recommendations/1 | status=200 | durationMs=151 | usersMs=115 | catalogMs=143
recommendations request | id=7e1889dd-5d7f-4155-8a36-5e914a42a4cd | GET /recommendations/1 | status=200 | durationMs=144 | usersMs=112 | catalogMs=140
recommendations request | id=621b1554-8e32-4994-b3b6-002024024c0e | GET /recommendations/1 | status=200 | durationMs=141 | usersMs=114 | catalogMs=139
recommendations request | id=06373ed2-695e-4de9-b335-5aae7eade99c | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=115 | catalogMs=140
recommendations request | id=6b54c3cd-7a20-4833-95a7-f23beabcad05 | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=115 | catalogMs=140
recommendations request | id=0dd3886b-db3f-4186-9b5a-fe8882c05cc7 | GET /recommendations/1 | status=200 | durationMs=137 | usersMs=111 | catalogMs=134
recommendations request | id=2731ca0c-e7b7-490e-bd8d-f0371245e32e | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=116 | catalogMs=133
recommendations request | id=d8bb2fd6-4aa6-4914-8c19-c0e6b464e17c | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=114 | catalogMs=120
recommendations request | id=ec7ae6b1-0106-4f44-b272-c2a0e294708e | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=114 | catalogMs=122
recommendations request | id=1b96272e-471e-4d57-8b1e-ed2b12d4c73f | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=113 | catalogMs=125
recommendations request | id=a8e1aea1-f879-42d2-9485-21ec8e3bd353 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=117 | catalogMs=127
recommendations request | id=5666fd26-214b-4826-8604-0fa14e6900b9 | GET /recommendations/1 | status=200 | durationMs=139 | usersMs=114 | catalogMs=128
recommendations request | id=72bc0bf3-1b3b-44f6-889b-5d77f0b45b07 | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=110 | catalogMs=138
recommendations request | id=292531be-8f08-4d7e-a988-8810fcfc1325 | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=127 | catalogMs=127
recommendations request | id=d3f2b8b3-b33c-44e8-a4bc-37d55a371a6b | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=121 | catalogMs=120
recommendations request | id=01e08c03-a4fd-489c-902c-2e3b0a96e0ad | GET /recommendations/1 | status=200 | durationMs=111 | usersMs=108 | catalogMs=109
recommendations request | id=5e126bf9-626e-4dae-92f6-93fbcfdbbff8 | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=106 | catalogMs=108
recommendations request | id=905063b3-7104-45fe-bc7b-27ebc3fc7192 | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=107 | catalogMs=111
recommendations request | id=d516ed09-f51f-4eff-8b5a-d6a6c20ce045 | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=108 | catalogMs=113
recommendations request | id=47573ca1-6cd6-4685-bbfa-968a5b332fa0 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=105 | catalogMs=115
recommendations request | id=ac8701ac-4b35-4859-91c5-5f3d8e1e1bcc | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=105 | catalogMs=120
recommendations request | id=ede51366-cd3d-4610-9bb8-71317ecff299 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=104 | catalogMs=121
recommendations request | id=dd3b2b90-8457-4817-a9e0-a63508365b3a | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=106 | catalogMs=116
recommendations request | id=6bf452df-229c-4437-b204-b5ea7f14116c | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=107 | catalogMs=119
recommendations request | id=2fd6fdc3-e163-446e-890a-a46808cd02a4 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=107 | catalogMs=112
recommendations request | id=4aa78a54-fadb-4c4f-abf1-b446e12ffa83 | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=106 | catalogMs=119
recommendations request | id=a0b085be-ebee-4593-9301-216de2696441 | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=113 | catalogMs=118
recommendations request | id=cd4ec55e-e384-4655-8993-9a58a5c4bb48 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=113 | catalogMs=121
recommendations request | id=a78d53d5-2854-459a-96ec-0d6e023c57b7 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=116 | catalogMs=122
recommendations request | id=515346a3-b5b5-45c2-be90-1a05aee4bcde | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=116 | catalogMs=125
recommendations request | id=30e3b547-d3ba-407f-b8c3-6b948b36addf | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=108 | catalogMs=119
recommendations request | id=a04b2572-9ab7-4dfc-b7f6-2ac84012083c | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=107 | catalogMs=111
recommendations request | id=a6fd9a7f-0d12-4847-9ec4-dbfb8fb88d41 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=106 | catalogMs=113
recommendations request | id=aa50a5ae-b55e-4b7f-bde1-813e0b9d7df7 | GET /recommendations/1 | status=200 | durationMs=111 | usersMs=108 | catalogMs=108
recommendations request | id=0ae77074-f6ff-4d12-973c-0092bb2a5b3c | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=104 | catalogMs=105
recommendations request | id=2ef8cb0f-a7b1-44a5-8d6b-8bd64e77986d | GET /recommendations/1 | status=200 | durationMs=93 | usersMs=90 | catalogMs=90
recommendations request | id=c92451dd-0b08-48b2-8a2b-b9a3a259349b | GET /recommendations/1 | status=200 | durationMs=93 | usersMs=87 | catalogMs=90
recommendations request | id=e38e63dd-b8ed-4326-923b-4ff4208a6564 | GET /recommendations/1 | status=200 | durationMs=93 | usersMs=89 | catalogMs=90
recommendations request | id=f1879069-435f-453e-8f2b-09e8b113adf7 | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=88 | catalogMs=92
recommendations request | id=584994ee-70e4-4ee0-b92f-9457c8151d60 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=88 | catalogMs=97
recommendations request | id=4f9639a7-c8e2-410f-ab45-19c4a8e42be7 | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=88 | catalogMs=98
recommendations request | id=64ca79c0-5a99-444e-83bd-7a6429585bd1 | GET /recommendations/1 | status=200 | durationMs=108 | usersMs=87 | catalogMs=106
recommendations request | id=500015b4-0846-4b1a-ba20-ddfe88ac017d | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=87 | catalogMs=109
recommendations request | id=c05517bd-1156-43fd-9fed-c94d287062ef | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=87 | catalogMs=112
recommendations request | id=28c72fad-132a-4369-8d30-cdf8bbddd66d | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=87 | catalogMs=115
recommendations request | id=03d42d6c-9934-4082-9b77-94e97a8c55bd | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=88 | catalogMs=117
recommendations request | id=82c7a79d-e4c3-4230-89d0-ab20a31fe3b5 | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=87 | catalogMs=117
recommendations request | id=7606fddd-e074-49a6-a935-264d6a1639b0 | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=88 | catalogMs=119
recommendations request | id=b8bad438-b0f8-48d2-8e14-15107d72503d | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=87 | catalogMs=122
recommendations request | id=e3e2e377-db56-45de-b692-bcf28a3eb0ea | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=88 | catalogMs=124
recommendations request | id=37dd8676-a178-407c-b4d3-044d8c9761b3 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=94 | catalogMs=121
recommendations request | id=80adcb85-0a07-4614-912c-92d2609f67ae | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=94 | catalogMs=118
recommendations request | id=93bd6f58-ba2a-46a5-8f66-2c4810fb1cfa | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=93 | catalogMs=116
recommendations request | id=d59822bb-e09a-4044-9638-4fc496ad1d00 | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=91 | catalogMs=118
recommendations request | id=f8ec33f4-c59b-46e4-9c18-216461bd541e | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=83 | catalogMs=103
recommendations request | id=48516b20-9282-48bb-8e94-5a4f4c1be342 | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=83 | catalogMs=111
recommendations request | id=dbfbe065-196d-4415-912b-88d8fc9ff326 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=82 | catalogMs=112
recommendations request | id=ba5ed081-5b58-4d52-a470-5b22455527e1 | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=83 | catalogMs=113
recommendations request | id=63dba2d3-621a-4f72-90f6-cbf3611f4979 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=84 | catalogMs=116
recommendations request | id=cd587bbd-1594-4cb0-8b01-9ad50ce466d4 | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=84 | catalogMs=114
recommendations request | id=e88160db-b29e-49ea-9254-b957abd7fe40 | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=86 | catalogMs=114
recommendations request | id=9fb503ad-678c-4628-9de6-51bb38a6fd02 | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=85 | catalogMs=115
recommendations request | id=451669cc-1442-48c9-8ca5-1f9de22aa2e5 | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=94 | catalogMs=117
recommendations request | id=08af8975-d35d-4376-91df-d490b32b8d5a | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=92 | catalogMs=115
recommendations request | id=b83ef13c-a991-470e-8607-5a0a47821a87 | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=91 | catalogMs=118
recommendations request | id=c2fb131e-2c08-42b3-9f07-c06c9b57a73b | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=89 | catalogMs=114
recommendations request | id=a55bc845-0438-4e9f-b8c3-3a72a874b13d | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=91 | catalogMs=117
recommendations request | id=a4d75311-5e7a-404b-89d4-4b78f018791c | GET /recommendations/1 | status=200 | durationMs=182 | usersMs=180 | catalogMs=121
recommendations request | id=9ee7d544-e00d-4c9e-80d4-5dbd27d706b0 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=90 | catalogMs=121
recommendations request | id=b4a80c0d-1a36-48d2-a9a4-771b48ae9888 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=90 | catalogMs=125
recommendations request | id=642413e5-eca0-4ba8-9e82-679afde572bb | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=92 | catalogMs=128
recommendations request | id=185502d6-fbdb-4975-b7ab-eabc5f160c71 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=92 | catalogMs=129
recommendations request | id=4f021a71-9ec5-4ebf-af59-2deebf922b73 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=93 | catalogMs=130
recommendations request | id=9250e904-7b68-4c68-90f3-952a381fe75b | GET /recommendations/1 | status=200 | durationMs=133 | usersMs=92 | catalogMs=131
recommendations request | id=06d4c2a0-0e79-4eb2-a467-817cd55f29f9 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=90 | catalogMs=119
recommendations request | id=e5ad7ea7-d0c2-4a41-a8ed-69d59f4387fe | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=88 | catalogMs=123
recommendations request | id=4c9cfc4f-9143-4efe-b737-98a2b77e31f8 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=89 | catalogMs=124
recommendations request | id=44dae7d3-40a8-45b4-a03d-38ca263786c6 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=90 | catalogMs=125
recommendations request | id=d17209ef-ccb3-469f-a021-c5b370b33add | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=90 | catalogMs=127
recommendations request | id=0dc564b9-5fe4-437a-ade4-06bdff8466d7 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=90 | catalogMs=130
recommendations request | id=e891b441-37b8-45be-9b89-4c50490002be | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=92 | catalogMs=127
recommendations request | id=2f5291f8-4a18-4783-ba9b-3487e36faaf6 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=95 | catalogMs=127
recommendations request | id=4b657538-61b5-4ae7-a8cc-91b7741a952e | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=91 | catalogMs=122
recommendations request | id=58181854-c676-4b79-a98e-17dc69c446bc | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=91 | catalogMs=124
recommendations request | id=13d9f32d-0ef4-43aa-b08f-2a729b3b52b1 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=91 | catalogMs=124
recommendations request | id=8c0c427e-aaf5-4b70-ab11-21a33c7f3684 | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=89 | catalogMs=125
recommendations request | id=3b5898eb-6bf1-406d-b86a-aa4e40fef147 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=86 | catalogMs=115
recommendations request | id=aab18abf-88be-47a3-94ae-b68f665ddf76 | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=85 | catalogMs=107
recommendations request | id=609f8f99-ec21-4729-ba06-539b22318db8 | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=84 | catalogMs=109
recommendations request | id=9e7cd352-00eb-493b-b7c5-fcd3b811fc86 | GET /recommendations/1 | status=200 | durationMs=200 | usersMs=198 | catalogMs=131
recommendations request | id=2cb98e8a-8116-49e7-8090-fb9a540a6384 | GET /recommendations/1 | status=200 | durationMs=202 | usersMs=197 | catalogMs=137
recommendations request | id=5d393538-070d-4596-a979-4fd4834384d1 | GET /recommendations/1 | status=200 | durationMs=206 | usersMs=200 | catalogMs=137
recommendations request | id=2a3dabca-16b4-4d71-a5f0-02462f3ca01e | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=85 | catalogMs=125
recommendations request | id=0321653a-f335-4dbf-8eb6-89132b92a6ed | GET /recommendations/1 | status=200 | durationMs=211 | usersMs=209 | catalogMs=134
recommendations request | id=ffa37fae-a2e1-47d0-b832-7073f75632d7 | GET /recommendations/1 | status=200 | durationMs=210 | usersMs=208 | catalogMs=135
recommendations request | id=056552d5-d300-4880-849a-fc6936365b24 | GET /recommendations/1 | status=200 | durationMs=205 | usersMs=203 | catalogMs=129
recommendations request | id=9f7ec927-216a-465a-bfdb-13fdb3278106 | GET /recommendations/1 | status=200 | durationMs=209 | usersMs=202 | catalogMs=126
recommendations request | id=c919efb0-e236-477f-b7f9-b047b727f055 | GET /recommendations/1 | status=200 | durationMs=211 | usersMs=209 | catalogMs=124
recommendations request | id=482e5c5f-36d9-41b1-b752-20ad81ea6dc9 | GET /recommendations/1 | status=200 | durationMs=212 | usersMs=210 | catalogMs=121
recommendations request | id=0102fbbf-eda2-4b85-8605-44df267c6019 | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=84 | catalogMs=151
recommendations request | id=97f173a8-9c8a-4488-94fc-fcb1789acd40 | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=83 | catalogMs=151
recommendations request | id=7df93b87-e1e6-4efb-b548-547e536f62fd | GET /recommendations/1 | status=200 | durationMs=152 | usersMs=85 | catalogMs=149
recommendations request | id=03b435fc-7032-415e-a430-04685412aae3 | GET /recommendations/1 | status=200 | durationMs=150 | usersMs=87 | catalogMs=147
recommendations request | id=e8e540e2-ce24-40d1-9cbc-a5f583bb27cd | GET /recommendations/1 | status=200 | durationMs=150 | usersMs=87 | catalogMs=147
recommendations request | id=8d308805-9aed-4d1d-9eef-13d45bdc13b8 | GET /recommendations/1 | status=200 | durationMs=151 | usersMs=88 | catalogMs=147
recommendations request | id=c45b6843-5851-4d28-b7c1-35b2e9dfb3b1 | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=128 | catalogMs=151
recommendations request | id=56b21411-49eb-4cea-972a-9d8a6b8e06cc | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=130 | catalogMs=150
recommendations request | id=4cd772b0-4174-4e42-9cb7-628f3a01f928 | GET /recommendations/1 | status=200 | durationMs=151 | usersMs=132 | catalogMs=149
recommendations request | id=c71c71d0-912c-4c83-89f0-3396ce0e125d | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=134 | catalogMs=151
recommendations request | id=341cb9e8-35b3-4e95-a748-bbefc5e26d85 | GET /recommendations/1 | status=200 | durationMs=149 | usersMs=129 | catalogMs=147
recommendations request | id=21666e67-6972-46b1-80bf-4bea06087a5a | GET /recommendations/1 | status=200 | durationMs=145 | usersMs=131 | catalogMs=142
recommendations request | id=7b718d62-20cd-4501-8ffc-7cd55cb36242 | GET /recommendations/1 | status=200 | durationMs=149 | usersMs=131 | catalogMs=146
recommendations request | id=d13a5f4b-a96e-485d-a7cf-46698969ebd1 | GET /recommendations/1 | status=200 | durationMs=149 | usersMs=131 | catalogMs=148
recommendations request | id=4c9c8105-aeef-4c21-a5d2-f8c6cef845f4 | GET /recommendations/1 | status=200 | durationMs=149 | usersMs=130 | catalogMs=148
recommendations request | id=c9965d3c-815c-454f-bf2f-fafbb6e17cd3 | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=133 | catalogMs=142
recommendations request | id=0477740e-ede7-494a-8817-5135c004e520 | GET /recommendations/1 | status=200 | durationMs=163 | usersMs=134 | catalogMs=160
recommendations request | id=ea32810c-9094-43d4-8eab-9f470528717f | GET /recommendations/1 | status=200 | durationMs=158 | usersMs=132 | catalogMs=156
recommendations request | id=428ab0fd-9372-442c-84d0-c4648fdd1086 | GET /recommendations/1 | status=200 | durationMs=161 | usersMs=132 | catalogMs=159
recommendations request | id=a946fa5a-4e4f-4940-9b17-e22d1c9515ab | GET /recommendations/1 | status=200 | durationMs=163 | usersMs=134 | catalogMs=161
recommendations request | id=7ba52e83-8de2-4e7b-bf60-f03c4249f9ef | GET /recommendations/1 | status=200 | durationMs=161 | usersMs=150 | catalogMs=159
recommendations request | id=23bff174-da0b-4bc8-ab6b-8d836a3546cd | GET /recommendations/1 | status=200 | durationMs=163 | usersMs=149 | catalogMs=162
recommendations request | id=b43df4bb-ed40-4de3-8ace-668409485dc4 | GET /recommendations/1 | status=200 | durationMs=159 | usersMs=149 | catalogMs=156
recommendations request | id=3bca3de0-0b1f-476d-9d66-848435724cb0 | GET /recommendations/1 | status=200 | durationMs=158 | usersMs=149 | catalogMs=156
recommendations request | id=992529a7-e0fe-4286-98bd-52f3338e71ca | GET /recommendations/1 | status=200 | durationMs=148 | usersMs=145 | catalogMs=146
recommendations request | id=8c5e7a0f-28b6-498c-8725-fa19e7e41637 | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=108 | catalogMs=109
recommendations request | id=2280894b-2e52-4f51-bf5b-aa2bd5314042 | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=104 | catalogMs=114
recommendations request | id=c15396d2-4369-4fbb-a22b-53a49255d46a | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=103 | catalogMs=116
recommendations request | id=3a840375-559d-4fcc-b54d-e2cc177b9bed | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=108 | catalogMs=108
recommendations request | id=5d9b2987-8609-4c02-8f75-f5c6a5b13993 | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=106 | catalogMs=106
recommendations request | id=21e20476-2deb-4fa4-a1fd-10a55c6acc23 | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=105 | catalogMs=108
recommendations request | id=998a55af-2209-431f-87cd-afcf8e35d291 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=104 | catalogMs=121
recommendations request | id=d830e43c-4c2b-45b0-87c6-2afce8db72ba | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=106 | catalogMs=121
recommendations request | id=8354afe0-1ce6-45b2-a588-ef0ff4af0b4a | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=116 | catalogMs=119
recommendations request | id=e398c012-5606-4e04-a8d5-3c3bd20a857e | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=117 | catalogMs=122
recommendations request | id=7a9e22b4-3474-4757-9a9f-d9454fc75772 | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=118 | catalogMs=125
recommendations request | id=b4b36042-4eb8-4d8d-957c-0eec371f887c | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=119 | catalogMs=124
recommendations request | id=eee13a14-4e78-4418-9609-ba775e880271 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=123 | catalogMs=127
recommendations request | id=eb0098a5-b5ac-4648-add6-8093a3bd846a | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=121 | catalogMs=126
recommendations request | id=2740565e-8d33-45ac-bd40-100662365fe7 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=121 | catalogMs=127
recommendations request | id=08bd4801-6b43-4f9e-bbea-dd47b0386c3d | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=120 | catalogMs=128
recommendations request | id=94b5cb2e-148e-4f26-be3e-c2db79946941 | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=107 | catalogMs=106
