gateway listening on port 3000
gateway request | id=9aee0c55-e3a3-4075-9a06-9706d21782e7 | GET /health | status=200 | durationMs=16 | upstream=n/a | cache=n/a | source=n/a
gateway request | id=9897949b-701b-4ab5-a645-fe83fcc12be0 | GET /api/recommendations/1 | status=200 | durationMs=102 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=63433626-6863-47c3-8c38-48205843924f | GET /api/recommendations/1 | status=200 | durationMs=103 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0fa53a6f-8a20-4215-96c5-67ebc9e92b92 | GET /api/recommendations/1 | status=200 | durationMs=92 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6f69cd4a-64f2-4537-bc5d-2394dc2b0e87 | GET /api/recommendations/1 | status=200 | durationMs=98 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3e2187c2-f657-489a-9b7a-0119363e4c7f | GET /api/recommendations/1 | status=200 | durationMs=98 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=95a256f1-7fe6-4605-b430-bf59c2b8bce2 | GET /api/recommendations/1 | status=200 | durationMs=98 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1540434c-2139-449c-8f89-dd6fb711570e | GET /api/recommendations/1 | status=200 | durationMs=101 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2dabc8ae-4927-47e5-9099-fc2d8727a421 | GET /api/recommendations/1 | status=200 | durationMs=100 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ff354faf-fb92-4062-8d4a-0c6d576176ea | GET /api/recommendations/1 | status=200 | durationMs=95 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ddb1d8bb-89d5-4aac-8c97-4a8226039636 | GET /api/recommendations/1 | status=200 | durationMs=100 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0354f814-cafe-43e6-9e2d-3addb27b6acb | GET /api/recommendations/1 | status=200 | durationMs=98 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=dafb6021-485d-4b85-b837-a3448947c356 | GET /api/recommendations/1 | status=200 | durationMs=94 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e4f30e48-62ea-4262-8331-8c702563cfdf | GET /api/recommendations/1 | status=200 | durationMs=77 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=36cb5751-579d-4048-bdec-9dd5269f62af | GET /api/recommendations/1 | status=200 | durationMs=72 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=332df7fb-61fa-4138-998d-7afeaa515c79 | GET /api/recommendations/1 | status=200 | durationMs=77 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3ec23085-f1dd-4bbe-8784-9125531f39c8 | GET /api/recommendations/1 | status=200 | durationMs=76 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=067efc17-c765-4945-ab63-5e936e497b06 | GET /api/recommendations/1 | status=200 | durationMs=79 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=741c31b8-3d38-49de-b87c-7df734b9fff9 | GET /api/recommendations/1 | status=200 | durationMs=86 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=440b2e74-c825-4670-af8a-1d0163a2f285 | GET /api/recommendations/1 | status=200 | durationMs=83 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7f77e47f-6749-4974-b88a-4891170674b8 | GET /api/recommendations/1 | status=200 | durationMs=80 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b813f9d7-f98e-404a-917b-d8eafcb70fa6 | GET /api/recommendations/1 | status=200 | durationMs=84 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f190eeaa-50a3-40ee-bd54-49c715651782 | GET /api/recommendations/1 | status=200 | durationMs=80 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1920a13f-19c9-4429-b9ac-9aa4b8085e3c | GET /api/recommendations/1 | status=200 | durationMs=104 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7d4d3ded-4a17-4ae6-a737-ae8de6f1140c | GET /api/recommendations/1 | status=200 | durationMs=113 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=257d2c1c-89d9-48e7-8a99-ba3fb50c37dc | GET /api/recommendations/1 | status=200 | durationMs=111 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=479e6eb2-1cfa-40c7-8af7-efb67e84b211 | GET /api/recommendations/1 | status=200 | durationMs=100 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=787518b9-6ee5-4e6b-b546-f04eb4dfd77a | GET /api/recommendations/1 | status=200 | durationMs=101 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=519ecb5b-47b1-4313-a7a0-a5983899f204 | GET /api/recommendations/1 | status=200 | durationMs=99 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0557ede9-87cd-4cdd-aef0-da2a4ff10488 | GET /api/recommendations/1 | status=200 | durationMs=111 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f8be9d33-e036-4232-8465-6dfbe6857fb5 | GET /api/recommendations/1 | status=200 | durationMs=103 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2d57aec2-07b8-4967-b575-f82f8993e956 | GET /api/recommendations/1 | status=200 | durationMs=107 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=19de69c0-8dd5-4505-9eae-4d7e3b04844f | GET /api/recommendations/1 | status=200 | durationMs=101 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=37efbb5a-635c-4f02-a010-cb712df980e9 | GET /api/recommendations/1 | status=200 | durationMs=99 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2390a1cb-0bad-40d6-9bec-c7d506b48979 | GET /api/recommendations/1 | status=200 | durationMs=96 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=15f9b119-618b-4022-a45b-93cbc8d0280a | GET /api/recommendations/1 | status=200 | durationMs=67 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f55c8edc-cedb-4dc3-912f-61b30fa473a6 | GET /api/recommendations/1 | status=200 | durationMs=72 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=26d076fe-2a97-4715-9a2d-5837dfed4d29 | GET /api/recommendations/1 | status=200 | durationMs=75 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c3882ad2-ed83-4c75-95a0-6efae93314c4 | GET /api/recommendations/1 | status=200 | durationMs=79 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0f195c24-d2ae-48c2-b62a-c05cb0b2c82e | GET /api/recommendations/1 | status=200 | durationMs=85 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=25c99484-5e65-4bbb-8747-db419cdd8585 | GET /api/recommendations/1 | status=200 | durationMs=89 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c25b60f5-29d5-4576-ae43-369406fafbe3 | GET /api/recommendations/1 | status=200 | durationMs=94 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=834539df-351b-42fc-8b1b-e83eb8a0ee10 | GET /api/recommendations/1 | status=200 | durationMs=91 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3b298165-acd5-477e-89d3-71b4db496da0 | GET /api/recommendations/1 | status=200 | durationMs=95 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4ac21e8d-0be0-43b2-a0cc-f025e5730416 | GET /api/recommendations/1 | status=200 | durationMs=89 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=279fd8f6-dac5-4b63-839d-59be2f3c0d55 | GET /api/recommendations/1 | status=200 | durationMs=85 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3547ee20-033b-4b1e-9d7e-68de02a512b6 | GET /api/recommendations/1 | status=200 | durationMs=78 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=035f2468-7656-443f-8181-485fbf030b95 | GET /api/recommendations/1 | status=200 | durationMs=79 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a0d978e2-75c4-4553-ac45-e1260247ccb9 | GET /api/recommendations/1 | status=200 | durationMs=79 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=89454063-a425-4bc9-acdf-e1058706afa8 | GET /api/recommendations/1 | status=200 | durationMs=85 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=158cf0bc-4200-4746-9c98-640e61c5a6bd | GET /api/recommendations/1 | status=200 | durationMs=86 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e4e0b283-f0cf-411f-8d80-f38705faf0eb | GET /api/recommendations/1 | status=200 | durationMs=83 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=76d51b62-8471-4295-b0a1-b31126e91844 | GET /api/recommendations/1 | status=200 | durationMs=91 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=27325547-8976-486e-95f9-f261efe852f1 | GET /api/recommendations/1 | status=200 | durationMs=91 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ee23efbd-28c7-4f86-ba7c-d3fcb9cda9d8 | GET /api/recommendations/1 | status=200 | durationMs=111 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9e666d97-54db-47dd-a58a-b523b31529f1 | GET /api/recommendations/1 | status=200 | durationMs=106 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b2d3bc54-3ea2-4ebf-9a31-f0609ba9ac83 | GET /api/recommendations/1 | status=200 | durationMs=100 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4d3e6033-d936-4231-ad31-2667e7d290f1 | GET /api/recommendations/1 | status=200 | durationMs=96 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f73b4ff4-7d5f-4f6f-8d6b-42e56a133739 | GET /api/recommendations/1 | status=200 | durationMs=95 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=19a273f4-f661-423f-9388-00ec6251bd3a | GET /api/recommendations/1 | status=200 | durationMs=94 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f43013a3-351d-45d0-b907-c768e9ef17e5 | GET /api/recommendations/1 | status=200 | durationMs=97 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2370c307-aaa1-4c24-95a9-0086b6bafb28 | GET /api/recommendations/1 | status=200 | durationMs=105 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e4029331-ae6f-4585-aa43-7f9c606fa2d8 | GET /api/recommendations/1 | status=200 | durationMs=103 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f50838c5-4580-421a-9c9c-2a49a5ed0f92 | GET /api/recommendations/1 | status=200 | durationMs=104 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=19867ce8-13f0-4eea-adf0-b4a736ea4584 | GET /api/recommendations/1 | status=200 | durationMs=101 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e4388ce4-a31a-4f36-a4e9-9e85310446bd | GET /api/recommendations/1 | status=200 | durationMs=118 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3a76833a-db09-4f98-9b27-43e853261f46 | GET /api/recommendations/1 | status=200 | durationMs=122 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=73f7b8f3-bdc5-4dd7-9be3-a5361cfacfff | GET /api/recommendations/1 | status=200 | durationMs=118 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ec0a381c-2dfa-4980-a20f-ed3db12b97f1 | GET /api/recommendations/1 | status=200 | durationMs=112 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=738d0ecc-50b7-4882-8012-139cd5e7b91f | GET /api/recommendations/1 | status=200 | durationMs=65 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ff992041-7f4a-4a07-8493-1b772b09164f | GET /api/recommendations/1 | status=200 | durationMs=68 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fe9b6827-6208-475e-a36c-cf284be62e7a | GET /api/recommendations/1 | status=200 | durationMs=75 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=72ba7c33-e98c-4117-8faa-3cf6c84c1768 | GET /api/recommendations/1 | status=200 | durationMs=77 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5139cac6-5c6d-4da0-b40f-d5e8f6e1af1f | GET /api/recommendations/1 | status=200 | durationMs=98 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=19840448-d1fe-4fab-9f71-e1161784145e | GET /api/recommendations/1 | status=200 | durationMs=94 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0d1f4c62-5fa5-43c3-8d6b-80f5920d4577 | GET /api/recommendations/1 | status=200 | durationMs=89 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c75b9f3b-21fd-4083-b717-d5c0729447b1 | GET /api/recommendations/1 | status=200 | durationMs=94 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0e6489d5-f31b-4e36-b58b-26e6792ab55f | GET /api/recommendations/1 | status=200 | durationMs=97 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=95434901-9b97-4976-a8ec-3f960c3f9974 | GET /api/recommendations/1 | status=200 | durationMs=100 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c15a3e26-0ff7-4944-9f74-88e35aa246df | GET /api/recommendations/1 | status=200 | durationMs=87 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f0b8e2e4-ad6f-47e6-ad42-cdf2cb0bed85 | GET /api/recommendations/1 | status=200 | durationMs=75 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=aee91b5d-6a2d-4d6b-a5e7-484bcf66e94c | GET /api/recommendations/1 | status=200 | durationMs=79 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9538ba3d-dc2d-49e7-906b-7000f8fd5a24 | GET /api/recommendations/1 | status=200 | durationMs=88 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f5703c06-c9cd-48fc-b033-17afd1e9a419 | GET /api/recommendations/1 | status=200 | durationMs=103 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=43d503fd-f35a-4b3d-aa8e-6c7fa8ea6e78 | GET /api/recommendations/1 | status=200 | durationMs=109 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=33f55d75-0c22-4a17-9f40-5d87b5884553 | GET /api/recommendations/1 | status=200 | durationMs=101 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a3836bf0-2af3-4c38-b175-beda2eff4e1b | GET /api/recommendations/1 | status=200 | durationMs=108 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f76b8277-f9ef-41f7-a532-f1169fc09a1b | GET /api/recommendations/1 | status=200 | durationMs=114 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a1b32cfd-fe56-40c1-a955-2c92ae301690 | GET /api/recommendations/1 | status=200 | durationMs=116 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=35abdcd2-4681-47c0-a851-563b884be315 | GET /api/recommendations/1 | status=200 | durationMs=100 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e9e33174-c65c-4995-a22b-e8706b67bcf7 | GET /api/recommendations/1 | status=200 | durationMs=101 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=de7b6191-0a24-45ab-9e5b-b0fff2a65025 | GET /api/recommendations/1 | status=200 | durationMs=104 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e47dcff6-c05a-4052-831c-99a0eaf79c30 | GET /api/recommendations/1 | status=200 | durationMs=108 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=896a8d6b-8fb4-4bf5-bc0d-bb85f74400dc | GET /api/recommendations/1 | status=200 | durationMs=111 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=37c8936d-5b19-4b5b-ac46-3b876037e97d | GET /api/recommendations/1 | status=200 | durationMs=113 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5e6f7170-c136-428d-a043-5043663404b6 | GET /api/recommendations/1 | status=200 | durationMs=97 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=478a7998-754c-43cd-9d22-1d6a43c3ea4e | GET /api/recommendations/1 | status=200 | durationMs=100 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6b6609b0-68fb-436f-8305-73f28072fe68 | GET /api/recommendations/1 | status=200 | durationMs=105 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=147215b3-9943-4de5-86ed-655b917b1126 | GET /api/recommendations/1 | status=200 | durationMs=103 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=07e1dbb4-d28d-4ce7-89f8-bb01e9680f30 | GET /api/recommendations/1 | status=200 | durationMs=118 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=cce2764f-335d-4b4d-86b6-eaf3fa132902 | GET /api/recommendations/1 | status=200 | durationMs=117 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f336805e-8865-4711-8e13-021ae7285edb | GET /api/recommendations/1 | status=200 | durationMs=123 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9a1e278a-dd27-4c33-9787-8c9dfd1aa513 | GET /api/recommendations/1 | status=200 | durationMs=114 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=63b3d118-2550-4145-9e79-145ac98e8543 | GET /api/recommendations/1 | status=200 | durationMs=116 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c2467596-d89c-4232-9e1a-53637998933c | GET /api/recommendations/1 | status=200 | durationMs=117 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7c4260ee-b92a-47a6-b94b-ae9356d2058f | GET /api/recommendations/1 | status=200 | durationMs=125 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ed312070-024b-4579-b205-3f0a95d9d6cb | GET /api/recommendations/1 | status=200 | durationMs=126 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=61fdf605-7c52-42ee-8d07-90d53e45a871 | GET /api/recommendations/1 | status=200 | durationMs=123 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=23191728-bfc9-4215-9484-cbb4fb389c94 | GET /api/recommendations/1 | status=200 | durationMs=122 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8beaef23-0d1c-41e2-82a8-404e1e8a534a | GET /api/recommendations/1 | status=200 | durationMs=108 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e4f6d0cd-771d-42e8-ad77-2a4dba90e8d0 | GET /api/recommendations/1 | status=200 | durationMs=115 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=55149f96-602b-4fe9-a0c4-d160b04f8b42 | GET /api/recommendations/1 | status=200 | durationMs=107 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=648366c4-6726-45bb-8acb-ef32ba04ba43 | GET /api/recommendations/1 | status=200 | durationMs=108 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9b42c9de-e572-471a-a1f8-113749b24f46 | GET /api/recommendations/1 | status=200 | durationMs=109 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a6eb411e-4a43-4e51-97cb-1d20c26285d4 | GET /api/recommendations/1 | status=200 | durationMs=111 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b76977fd-769d-4163-b62c-b0e3bd61ebda | GET /api/recommendations/1 | status=200 | durationMs=114 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8c6634fb-bd74-491b-b869-e1d5a1d19c73 | GET /api/recommendations/1 | status=200 | durationMs=119 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=42aa750f-1a57-4c08-a0f5-ea2fc54dd58b | GET /api/recommendations/1 | status=200 | durationMs=121 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6558196e-1600-4924-9b3b-93214ee3112f | GET /api/recommendations/1 | status=200 | durationMs=129 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ca6644e7-83c8-48d4-ad2a-c20762de3b51 | GET /api/recommendations/1 | status=200 | durationMs=133 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ebfb546e-f7f0-4ab4-9035-a057297ab1ae | GET /api/recommendations/1 | status=200 | durationMs=137 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=cc003f89-6b74-4e5c-8b1e-d62c4e69738e | GET /api/recommendations/1 | status=200 | durationMs=128 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=32c5d561-a891-46d6-aecf-6fe602211ce4 | GET /api/recommendations/1 | status=200 | durationMs=128 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a8616f5d-d969-4a37-8899-2d7f0e8f1e26 | GET /api/recommendations/1 | status=200 | durationMs=114 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1221e74e-f6b8-457a-b11a-887853e9540b | GET /api/recommendations/1 | status=200 | durationMs=119 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=807e85d8-af0f-4c4d-bf7b-ccd4296a3db7 | GET /api/recommendations/1 | status=200 | durationMs=121 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d9595bb1-b109-42b2-a5b6-98df4069832c | GET /api/recommendations/1 | status=200 | durationMs=123 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6b0befe5-94f7-4005-ab89-3e78ab9016fa | GET /api/recommendations/1 | status=200 | durationMs=113 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1f2df8a1-0bd4-47ec-a0ad-afa64ab3923d | GET /api/recommendations/1 | status=200 | durationMs=114 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=67d5f3e9-b3d3-40f7-8b42-5c9dfc42a58a | GET /api/recommendations/1 | status=200 | durationMs=117 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a8c0d0d8-f0d9-4698-b359-b05ba5167159 | GET /api/recommendations/1 | status=200 | durationMs=117 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=49b9405c-0e2c-4967-b6a5-3dab359574c1 | GET /api/recommendations/1 | status=200 | durationMs=143 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0126e6f6-8434-43ab-80ec-21efd9f0dede | GET /api/recommendations/1 | status=200 | durationMs=102 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=526a737a-a984-4ab2-a6d5-d268504a3b68 | GET /api/recommendations/1 | status=200 | durationMs=101 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d6e2d0ba-7c6d-4527-bdc8-9bcdd0bd1bf4 | GET /api/recommendations/1 | status=200 | durationMs=103 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4b225fdf-c27a-444a-84c8-53f5b3a33fc8 | GET /api/recommendations/1 | status=200 | durationMs=106 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9a0651d0-5bd3-42c6-b65b-a8ec4d12d039 | GET /api/recommendations/1 | status=200 | durationMs=104 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=91b61a15-8df5-497a-9d08-9575d4698cc4 | GET /api/recommendations/1 | status=200 | durationMs=110 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1ba11d0b-b000-43a8-ae4e-4a4a98c49644 | GET /api/recommendations/1 | status=200 | durationMs=108 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=14a09cad-6e75-4d5a-9161-6d42eb62f1a3 | GET /api/recommendations/1 | status=200 | durationMs=110 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=706651fe-90b7-4b5d-9e45-f7185c17989f | GET /api/recommendations/1 | status=200 | durationMs=107 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7a3bf7cb-5cb0-4b9a-93a0-0190a238e05d | GET /api/recommendations/1 | status=200 | durationMs=112 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4e57a15f-df56-49ca-a7e2-596cc7976216 | GET /api/recommendations/1 | status=200 | durationMs=105 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9b008132-fcfd-400e-b14e-2974f3be431d | GET /api/recommendations/1 | status=200 | durationMs=105 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5fc495fe-c32f-4d83-89d2-3a70bd3f1f83 | GET /api/recommendations/1 | status=200 | durationMs=95 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5b1142f6-80fb-4ed9-82ee-0e467353ffc4 | GET /api/recommendations/1 | status=200 | durationMs=98 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0893808f-5839-4e69-9062-b11edb07dd1b | GET /api/recommendations/1 | status=200 | durationMs=101 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3d7784e2-a8a9-431f-83f5-949038b524e4 | GET /api/recommendations/1 | status=200 | durationMs=93 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=da6b8e46-3093-4c90-8906-98714d93da30 | GET /api/recommendations/1 | status=200 | durationMs=115 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d1334fcd-6461-4f4f-89eb-f0ad8d98fda9 | GET /api/recommendations/1 | status=200 | durationMs=98 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c873c2ae-e440-432e-846c-970fa6e07987 | GET /api/recommendations/1 | status=200 | durationMs=97 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1bd6032f-2caa-42f7-a41d-12be1d8e4329 | GET /api/recommendations/1 | status=200 | durationMs=97 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c70de76b-b1c6-4e59-af8a-57e5b5ad9b76 | GET /api/recommendations/1 | status=200 | durationMs=95 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=83c51418-ea0b-49b0-bc06-413b91456c75 | GET /api/recommendations/1 | status=200 | durationMs=94 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=089331cf-653f-4bb2-a23e-b26079f88bcc | GET /api/recommendations/1 | status=200 | durationMs=94 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0fda4471-9ad4-49cf-8773-4f1a0b26da70 | GET /api/recommendations/1 | status=200 | durationMs=93 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1af011eb-c8e4-4f67-85eb-0d073d113397 | GET /api/recommendations/1 | status=200 | durationMs=94 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7fd9ff4a-d8aa-46fa-83e6-ca76ffe93229 | GET /api/recommendations/1 | status=200 | durationMs=101 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=328d096c-5e60-4298-93d4-32b2322429d3 | GET /api/recommendations/1 | status=200 | durationMs=94 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e8a6c430-f5d0-427e-a967-7924b3ce3e8a | GET /api/recommendations/1 | status=200 | durationMs=90 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1a28daec-a642-4813-8b45-c6ea0b1d6cfe | GET /api/recommendations/1 | status=200 | durationMs=91 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=04f4bb74-f8bc-4a3b-8850-7453b94c37c2 | GET /api/recommendations/1 | status=200 | durationMs=94 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0a5aedab-7d17-4fa3-a0bc-97ad901e7cc6 | GET /api/recommendations/1 | status=200 | durationMs=73 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b9783dcd-7d55-450d-80f0-eeeb6c96500a | GET /api/recommendations/1 | status=200 | durationMs=75 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9909c899-23cd-445f-a25c-bd28c2f7ad8c | GET /api/recommendations/1 | status=200 | durationMs=79 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=96bef1f7-1f9f-4bc3-b12b-d43f0a7996cd | GET /api/recommendations/1 | status=200 | durationMs=83 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7a20c819-6432-406c-ab69-62a57c61512a | GET /api/recommendations/1 | status=200 | durationMs=87 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=cdfcb88d-e527-4234-99ef-a3a1ac909cc2 | GET /api/recommendations/1 | status=200 | durationMs=91 | upstream=recommendations | cache=n/a | source=n/a
